"x"	"col"	"sp"	"size"	"tag"
"8853"	13479343.5	13596536	"Cuckoo (Otidimorphae)"	8580	"chr4"
"8854"	13504057.5	13623031.5	"Cuckoo (Otidimorphae)"	24545	"chr4"
"8855"	13521029	13639733.5	"Cuckoo (Otidimorphae)"	8085	"chr4"
"8856"	13531000.5	13648586	"Cuckoo (Otidimorphae)"	7346	"chr4"
"8857"	13539375.5	13657629.5	"Cuckoo (Otidimorphae)"	8891	"chr4"
"8858"	13552763.5	13671609.5	"Cuckoo (Otidimorphae)"	6969	"chr4"
"8859"	13561066.5	13678189	"Cuckoo (Otidimorphae)"	6166	"chr4"
"8860"	13584140.5	13702256	"Cuckoo (Otidimorphae)"	22822	"chr4"
"8861"	13630942.5	13744728.5	"Cuckoo (Otidimorphae)"	15457	"chr4"
"8862"	13743365.5	13857836.5	"Cuckoo (Otidimorphae)"	19113	"chr4"
"8863"	13758019.5	13873957.5	"Cuckoo (Otidimorphae)"	9797	"chr4"
"8864"	13769118	13885619.5	"Cuckoo (Otidimorphae)"	11815	"chr4"
"8865"	13788657.5	13904806.5	"Cuckoo (Otidimorphae)"	13581	"chr4"
"8866"	13810106.5	13924314	"Cuckoo (Otidimorphae)"	13372	"chr4"
"8867"	13825381.5	13936081.5	"Cuckoo (Otidimorphae)"	7677	"chr4"
"8868"	13843929	13949292	"Cuckoo (Otidimorphae)"	6458	"chr4"
"8869"	13850710	13956170.5	"Cuckoo (Otidimorphae)"	6567	"chr4"
"8870"	13864469	13969516	"Cuckoo (Otidimorphae)"	5824	"chr4"
"8871"	13883873.5	13984000	"Cuckoo (Otidimorphae)"	5584	"chr4"
"8872"	13907450.5	14001696	"Cuckoo (Otidimorphae)"	21118	"chr4"
"8873"	13927820.5	14019194.5	"Cuckoo (Otidimorphae)"	12295	"chr4"
"8874"	13943959.5	14030418	"Cuckoo (Otidimorphae)"	9746	"chr4"
"8875"	13954416	14040179	"Cuckoo (Otidimorphae)"	8248	"chr4"
"8876"	13963099.5	14048273	"Cuckoo (Otidimorphae)"	7474	"chr4"
"8877"	14060217	14135681.5	"Cuckoo (Otidimorphae)"	29747	"chr4"
"8878"	14084014	14156540.5	"Cuckoo (Otidimorphae)"	10857	"chr4"
"8879"	14092827.5	14165054.5	"Cuckoo (Otidimorphae)"	5505	"chr4"
"8880"	14099109	14170879.5	"Cuckoo (Otidimorphae)"	5719	"chr4"
"8881"	14107575.5	14179692.5	"Cuckoo (Otidimorphae)"	6325	"chr4"
"8882"	14124705	14193215	"Cuckoo (Otidimorphae)"	11832	"chr4"
"8883"	14176264	14242660	"Cuckoo (Otidimorphae)"	6950	"chr4"
"8884"	14194650.5	14260685.5	"Cuckoo (Otidimorphae)"	14769	"chr4"
"8885"	14222979	14283153.5	"Cuckoo (Otidimorphae)"	16683	"chr4"
"8886"	14245080.5	14304390	"Cuckoo (Otidimorphae)"	11266	"chr4"
"8887"	14267241.5	14324820	"Cuckoo (Otidimorphae)"	8112	"chr4"
"8888"	14275672.5	14332128	"Cuckoo (Otidimorphae)"	5498	"chr4"
"8889"	14288392	14344868.5	"Cuckoo (Otidimorphae)"	9409	"chr4"
"8890"	14303064.5	14358515.5	"Cuckoo (Otidimorphae)"	15131	"chr4"
"8891"	14315388.5	14370109	"Cuckoo (Otidimorphae)"	6644	"chr4"
"8892"	14322266.5	14376864.5	"Cuckoo (Otidimorphae)"	6261	"chr4"
"8893"	14329933.5	14383113	"Cuckoo (Otidimorphae)"	6228	"chr4"
"8894"	14359438.5	14410963.5	"Cuckoo (Otidimorphae)"	10399	"chr4"
"8895"	14373409	14423983	"Cuckoo (Otidimorphae)"	15144	"chr4"
"8896"	14388121	14435358	"Cuckoo (Otidimorphae)"	6376	"chr4"
"8897"	14440709.5	14488971	"Cuckoo (Otidimorphae)"	7072	"chr4"
"8898"	14476845.5	14521342	"Cuckoo (Otidimorphae)"	11130	"chr4"
"8899"	14489039.5	14533207.5	"Cuckoo (Otidimorphae)"	8191	"chr4"
"8900"	14513110.5	14554380	"Cuckoo (Otidimorphae)"	30996	"chr4"
"8901"	14544994	14582842.5	"Cuckoo (Otidimorphae)"	23601	"chr4"
"8902"	14561584.5	14598828	"Cuckoo (Otidimorphae)"	7250	"chr4"
"8903"	14583905.5	14621370.5	"Cuckoo (Otidimorphae)"	27093	"chr4"
"8904"	14635148.5	14668051	"Cuckoo (Otidimorphae)"	9330	"chr4"
"8905"	14647779.5	14680384.5	"Cuckoo (Otidimorphae)"	7767	"chr4"
"8906"	14657860.5	14690983	"Cuckoo (Otidimorphae)"	11102	"chr4"
"8907"	14676703	14707278.5	"Cuckoo (Otidimorphae)"	19849	"chr4"
"8908"	14698810.5	14728611.5	"Cuckoo (Otidimorphae)"	20555	"chr4"
"8909"	14720981.5	14750401.5	"Cuckoo (Otidimorphae)"	22037	"chr4"
"8910"	14741061.5	14769049.5	"Cuckoo (Otidimorphae)"	7717	"chr4"
"8911"	14758471	14786438	"Cuckoo (Otidimorphae)"	23832	"chr4"
"8912"	14780268	14807740	"Cuckoo (Otidimorphae)"	8332	"chr4"
"8913"	14838162	14862930	"Cuckoo (Otidimorphae)"	25324	"chr4"
"8914"	14870345.5	14892316	"Cuckoo (Otidimorphae)"	25044	"chr4"
"8915"	14890529	14913191.5	"Cuckoo (Otidimorphae)"	14223	"chr4"
"8916"	14903645	14926243	"Cuckoo (Otidimorphae)"	11406	"chr4"
"8917"	14915413.5	14937685	"Cuckoo (Otidimorphae)"	10968	"chr4"
"8918"	14926352	14948866.5	"Cuckoo (Otidimorphae)"	9275	"chr4"
"8919"	14939573.5	14962038	"Cuckoo (Otidimorphae)"	16588	"chr4"
"8920"	14959466.5	14980885	"Cuckoo (Otidimorphae)"	17868	"chr4"
"8921"	14996689	15017263	"Cuckoo (Otidimorphae)"	17304	"chr4"
"8922"	15008284.5	15028905.5	"Cuckoo (Otidimorphae)"	5039	"chr4"
"8923"	15017998.5	15039346	"Cuckoo (Otidimorphae)"	13202	"chr4"
"8924"	15028374	15049216.5	"Cuckoo (Otidimorphae)"	5361	"chr4"
"8925"	15039277	15060576.5	"Cuckoo (Otidimorphae)"	6709	"chr4"
"8926"	15100768	15118823	"Cuckoo (Otidimorphae)"	8158	"chr4"
"8927"	15111769	15130372.5	"Cuckoo (Otidimorphae)"	13067	"chr4"
"8928"	15139605	15162411.5	"Cuckoo (Otidimorphae)"	13919	"chr4"
"8929"	15170600	15189022	"Cuckoo (Otidimorphae)"	11396	"chr4"
"8930"	15183859.5	15199951.5	"Cuckoo (Otidimorphae)"	8099	"chr4"
"8931"	15206554	15219790	"Cuckoo (Otidimorphae)"	30230	"chr4"
"8932"	15231272	15243299	"Cuckoo (Otidimorphae)"	12760	"chr4"
"8933"	15241200	15255084	"Cuckoo (Otidimorphae)"	5404	"chr4"
"8934"	15260455	15266372.5	"Cuckoo (Otidimorphae)"	6513	"chr4"
"8935"	15267889.5	15272433	"Cuckoo (Otidimorphae)"	5034	"chr4"
"8936"	15284564.5	15285125	"Cuckoo (Otidimorphae)"	18396	"chr4"
"8937"	15315286.5	15307148	"Cuckoo (Otidimorphae)"	17300	"chr4"
"8938"	15344591.5	15330352	"Cuckoo (Otidimorphae)"	22404	"chr4"
"8939"	15361090	15344638	"Cuckoo (Otidimorphae)"	5266	"chr4"
"8940"	15376055	15359225	"Cuckoo (Otidimorphae)"	14138	"chr4"
"8941"	15393622.5	15375323	"Cuckoo (Otidimorphae)"	16896	"chr4"
"8942"	15420711	15395547.5	"Cuckoo (Otidimorphae)"	14007	"chr4"
"8943"	15456539.5	15424209	"Cuckoo (Otidimorphae)"	24280	"chr4"
"8944"	15472577.5	15440415.5	"Cuckoo (Otidimorphae)"	6671	"chr4"
"8945"	15485526	15454206	"Cuckoo (Otidimorphae)"	15436	"chr4"
"8946"	15533572	15491054.5	"Cuckoo (Otidimorphae)"	9657	"chr4"
"8947"	15558374	15514936	"Cuckoo (Otidimorphae)"	36572	"chr4"
"8948"	15589957	15540044	"Cuckoo (Otidimorphae)"	12804	"chr4"
"8949"	15624377	15570973	"Cuckoo (Otidimorphae)"	5830	"chr4"
"8950"	15633071.5	15579797.5	"Cuckoo (Otidimorphae)"	10213	"chr4"
"8951"	15644341.5	15594499	"Cuckoo (Otidimorphae)"	6112	"chr4"
"8952"	15652710	15602813	"Cuckoo (Otidimorphae)"	5520	"chr4"
"8953"	15666681	15616637.5	"Cuckoo (Otidimorphae)"	20371	"chr4"
"8954"	15727495	15669025	"Cuckoo (Otidimorphae)"	5510	"chr4"
"8955"	15744957	15683858.5	"Cuckoo (Otidimorphae)"	5767	"chr4"
"8956"	15765872	15703415	"Cuckoo (Otidimorphae)"	10950	"chr4"
"8957"	15779982	15717920.5	"Cuckoo (Otidimorphae)"	7625	"chr4"
"8958"	15806307.5	15766406	"Cuckoo (Otidimorphae)"	10844	"chr4"
"8959"	15826671	15784979	"Cuckoo (Otidimorphae)"	18264	"chr4"
"8960"	15842559.5	15797532.5	"Cuckoo (Otidimorphae)"	5153	"chr4"
"8961"	15921546.5	15872611	"Cuckoo (Otidimorphae)"	26406	"chr4"
"8962"	15942584	15895304	"Cuckoo (Otidimorphae)"	7002	"chr4"
"8963"	15958774.5	15910718	"Cuckoo (Otidimorphae)"	22828	"chr4"
"8964"	15978463.5	15928674.5	"Cuckoo (Otidimorphae)"	12023	"chr4"
"8965"	15992216	15940089.5	"Cuckoo (Otidimorphae)"	10783	"chr4"
"8966"	16002046.5	15950881.5	"Cuckoo (Otidimorphae)"	8235	"chr4"
"8967"	16015816.5	15963806.5	"Cuckoo (Otidimorphae)"	7113	"chr4"
"8968"	16023806.5	15971685.5	"Cuckoo (Otidimorphae)"	7977	"chr4"
"8969"	16036072.5	15983944.5	"Cuckoo (Otidimorphae)"	15917	"chr4"
"8970"	16052587	15999863.5	"Cuckoo (Otidimorphae)"	14783	"chr4"
"8971"	16069785.5	16015069.5	"Cuckoo (Otidimorphae)"	14595	"chr4"
"8972"	16086625	16031423	"Cuckoo (Otidimorphae)"	17606	"chr4"
"8973"	16102208.5	16047164	"Cuckoo (Otidimorphae)"	11264	"chr4"
"8974"	16135302	16078387	"Cuckoo (Otidimorphae)"	50890	"chr4"
"8975"	16309479	16251484.5	"Cuckoo (Otidimorphae)"	192195	"chr4"
"8976"	16468067.5	16372085	"Cuckoo (Otidimorphae)"	31642	"chr4"
"8977"	16523083.5	16495585	"Cuckoo (Otidimorphae)"	83756	"chr4"
"8978"	16583788	16545833.5	"Cuckoo (Otidimorphae)"	13351	"chr4"
"8979"	16595590.5	16558681.5	"Cuckoo (Otidimorphae)"	5297	"chr4"
"8980"	16611109	16573599.5	"Cuckoo (Otidimorphae)"	13029	"chr4"
"8981"	16648254.5	16608868	"Cuckoo (Otidimorphae)"	56886	"chr4"
"8982"	16693753	16652876	"Cuckoo (Otidimorphae)"	8430	"chr4"
"8983"	16719346.5	16678352	"Cuckoo (Otidimorphae)"	37848	"chr4"
"8984"	16746323.5	16705256	"Cuckoo (Otidimorphae)"	14410	"chr4"
"8985"	16759086	16718766	"Cuckoo (Otidimorphae)"	10862	"chr4"
"8986"	16780577	16740868.5	"Cuckoo (Otidimorphae)"	30015	"chr4"
"8987"	16801126.5	16760435	"Cuckoo (Otidimorphae)"	8198	"chr4"
"8988"	16832676.5	16790971	"Cuckoo (Otidimorphae)"	52174	"chr4"
"8989"	16880873	16836592	"Cuckoo (Otidimorphae)"	38330	"chr4"
"8990"	16916970	16868766.5	"Cuckoo (Otidimorphae)"	24091	"chr4"
"8991"	16937636.5	16886536.5	"Cuckoo (Otidimorphae)"	8147	"chr4"
"8992"	16944453	16893808.5	"Cuckoo (Otidimorphae)"	5345	"chr4"
"8993"	16952902.5	16902343	"Cuckoo (Otidimorphae)"	10718	"chr4"
"8994"	16973234.5	16921499	"Cuckoo (Otidimorphae)"	25534	"chr4"
"8995"	16993971	16938494	"Cuckoo (Otidimorphae)"	8456	"chr4"
"8996"	17034772	16980534.5	"Cuckoo (Otidimorphae)"	15059	"chr4"
"8997"	17066433.5	17009830.5	"Cuckoo (Otidimorphae)"	6593	"chr4"
"8998"	17076819.5	17017883.5	"Cuckoo (Otidimorphae)"	9083	"chr4"
"8999"	17102321	17043103.5	"Cuckoo (Otidimorphae)"	37713	"chr4"
"9000"	17125775	17065401	"Cuckoo (Otidimorphae)"	6084	"chr4"
"9001"	17135452	17075081.5	"Cuckoo (Otidimorphae)"	12543	"chr4"
"9002"	17149665	17089012	"Cuckoo (Otidimorphae)"	14908	"chr4"
"9003"	17160678.5	17099856.5	"Cuckoo (Otidimorphae)"	5815	"chr4"
"9004"	17177671	17117008	"Cuckoo (Otidimorphae)"	12460	"chr4"
"9005"	17211708.5	17170577.5	"Cuckoo (Otidimorphae)"	5675	"chr4"
"9006"	17218356	17176762	"Cuckoo (Otidimorphae)"	6110	"chr4"
"9007"	17225821.5	17184539.5	"Cuckoo (Otidimorphae)"	8301	"chr4"
"9008"	17240793.5	17198016.5	"Cuckoo (Otidimorphae)"	17713	"chr4"
"9009"	17256182	17212014.5	"Cuckoo (Otidimorphae)"	9603	"chr4"
"9010"	17276913.5	17232187.5	"Cuckoo (Otidimorphae)"	29417	"chr4"
"9011"	17298644	17251773	"Cuckoo (Otidimorphae)"	8638	"chr4"
"9012"	17312237	17263037	"Cuckoo (Otidimorphae)"	10266	"chr4"
"9013"	17321645.5	17274076	"Cuckoo (Otidimorphae)"	7420	"chr4"
"9014"	17347318.5	17298309	"Cuckoo (Otidimorphae)"	40462	"chr4"
"9015"	17378805	17327104.5	"Cuckoo (Otidimorphae)"	14849	"chr4"
"9016"	17399809	17347848.5	"Cuckoo (Otidimorphae)"	20159	"chr4"
"9017"	17416836.5	17364729	"Cuckoo (Otidimorphae)"	12334	"chr4"
"9018"	17435525.5	17383697.5	"Cuckoo (Otidimorphae)"	22669	"chr4"
"9019"	17458306.5	17405854.5	"Cuckoo (Otidimorphae)"	20973	"chr4"
"9020"	17494092	17440013.5	"Cuckoo (Otidimorphae)"	46935	"chr4"
"9021"	17522877.5	17467396	"Cuckoo (Otidimorphae)"	6746	"chr4"
"9022"	17534782	17479016	"Cuckoo (Otidimorphae)"	15564	"chr4"
"9023"	17553772	17496622.5	"Cuckoo (Otidimorphae)"	18449	"chr4"
"9024"	17575698.5	17517342	"Cuckoo (Otidimorphae)"	22548	"chr4"
"9025"	17595448.5	17537334.5	"Cuckoo (Otidimorphae)"	15553	"chr4"
"9026"	17625373.5	17566091.5	"Cuckoo (Otidimorphae)"	40957	"chr4"
"9027"	17653159.5	17592920.5	"Cuckoo (Otidimorphae)"	11179	"chr4"
"9028"	17662851.5	17602448	"Cuckoo (Otidimorphae)"	7360	"chr4"
"9029"	17679061	17618806	"Cuckoo (Otidimorphae)"	19064	"chr4"
"9030"	17699142	17638548.5	"Cuckoo (Otidimorphae)"	19995	"chr4"
"9031"	17721880	17662861.5	"Cuckoo (Otidimorphae)"	17833	"chr4"
"9032"	17740429	17682002.5	"Cuckoo (Otidimorphae)"	17719	"chr4"
"9033"	17766266	17707270	"Cuckoo (Otidimorphae)"	23906	"chr4"
"9034"	17791724	17730946.5	"Cuckoo (Otidimorphae)"	22071	"chr4"
"9035"	17813099.5	17752115	"Cuckoo (Otidimorphae)"	16478	"chr4"
"9036"	17826945	17767619	"Cuckoo (Otidimorphae)"	5578	"chr4"
"9037"	17834335	17774601.5	"Cuckoo (Otidimorphae)"	7903	"chr4"
"9038"	17848489.5	17787234.5	"Cuckoo (Otidimorphae)"	12899	"chr4"
"9039"	17888138.5	17819052.5	"Cuckoo (Otidimorphae)"	5119	"chr4"
"9040"	17906029	17834647	"Cuckoo (Otidimorphae)"	5088	"chr4"
"9041"	17933803.5	17859710.5	"Cuckoo (Otidimorphae)"	6303	"chr4"
"9042"	17956646.5	17879555.5	"Cuckoo (Otidimorphae)"	18861	"chr4"
"9043"	17972124	17893316.5	"Cuckoo (Otidimorphae)"	5957	"chr4"
"9044"	17986350	17905810	"Cuckoo (Otidimorphae)"	18522	"chr4"
"9045"	18018939.5	17936571	"Cuckoo (Otidimorphae)"	41236	"chr4"
"9046"	18058552	17974888.5	"Cuckoo (Otidimorphae)"	29903	"chr4"
"9047"	18085857.5	17997440	"Cuckoo (Otidimorphae)"	14288	"chr4"
"9048"	18098916	18009703	"Cuckoo (Otidimorphae)"	6214	"chr4"
"9049"	18116987	18027220	"Cuckoo (Otidimorphae)"	18802	"chr4"
"9050"	18131699.5	18042523.5	"Cuckoo (Otidimorphae)"	5853	"chr4"
"9051"	18160066	18070407.5	"Cuckoo (Otidimorphae)"	9929	"chr4"
"9052"	18205232	18112117	"Cuckoo (Otidimorphae)"	23208	"chr4"
"9053"	18225120	18131344.5	"Cuckoo (Otidimorphae)"	5165	"chr4"
"9054"	18236574.5	18139782	"Cuckoo (Otidimorphae)"	10036	"chr4"
"9055"	18260450	18161876	"Cuckoo (Otidimorphae)"	28852	"chr4"
"9056"	18303162.5	18194300.5	"Cuckoo (Otidimorphae)"	35429	"chr4"
"9057"	18332324.5	18220590	"Cuckoo (Otidimorphae)"	14624	"chr4"
"9058"	18348387.5	18235502	"Cuckoo (Otidimorphae)"	9580	"chr4"
"9059"	18371374	18254927.5	"Cuckoo (Otidimorphae)"	8045	"chr4"
"9060"	18390752	18274352	"Cuckoo (Otidimorphae)"	19398	"chr4"
"9061"	18407181.5	18291015	"Cuckoo (Otidimorphae)"	6390	"chr4"
"9062"	18417227.5	18300637	"Cuckoo (Otidimorphae)"	7876	"chr4"
"9063"	18425788	18310060	"Cuckoo (Otidimorphae)"	8516	"chr4"
"9064"	18448159	18328765.5	"Cuckoo (Otidimorphae)"	16927	"chr4"
"9065"	18465915.5	18345735.5	"Cuckoo (Otidimorphae)"	15807	"chr4"
"9066"	18478114	18357686	"Cuckoo (Otidimorphae)"	6786	"chr4"
"9067"	18490834	18369446	"Cuckoo (Otidimorphae)"	13952	"chr4"
"9068"	18500691.5	18381457.5	"Cuckoo (Otidimorphae)"	5241	"chr4"
"9069"	18508840.5	18391713	"Cuckoo (Otidimorphae)"	8166	"chr4"
"9070"	18520942	18407362	"Cuckoo (Otidimorphae)"	10656	"chr4"
"9071"	18533023	18418721.5	"Cuckoo (Otidimorphae)"	10639	"chr4"
"9072"	18558323	18435830.5	"Cuckoo (Otidimorphae)"	6705	"chr4"
"9073"	18579312.5	18454429.5	"Cuckoo (Otidimorphae)"	20265	"chr4"
"9074"	18610482	18481006	"Cuckoo (Otidimorphae)"	17432	"chr4"
"9075"	18659951	18527539.5	"Cuckoo (Otidimorphae)"	23389	"chr4"
"9076"	18725030	18585979	"Cuckoo (Otidimorphae)"	5760	"chr4"
"9077"	18754422	18610513.5	"Cuckoo (Otidimorphae)"	24293	"chr4"
"9078"	18862258.5	18712041	"Cuckoo (Otidimorphae)"	6176	"chr4"
"9079"	18881468	18732493	"Cuckoo (Otidimorphae)"	26966	"chr4"
"9080"	18905338	18755842	"Cuckoo (Otidimorphae)"	14344	"chr4"
"9081"	18942135	18791021.5	"Cuckoo (Otidimorphae)"	54967	"chr4"
"9082"	19019819	18864280.5	"Cuckoo (Otidimorphae)"	34917	"chr4"
"9083"	19081743	18921307	"Cuckoo (Otidimorphae)"	5716	"chr4"
"9084"	19106425.5	18944284.5	"Cuckoo (Otidimorphae)"	23087	"chr4"
"9085"	19134253	18968140	"Cuckoo (Otidimorphae)"	21976	"chr4"
"9086"	19156907	18990074.5	"Cuckoo (Otidimorphae)"	20449	"chr4"
"9087"	19176910.5	19004618	"Cuckoo (Otidimorphae)"	8132	"chr4"
"9088"	19234584.5	19042036	"Cuckoo (Otidimorphae)"	11436	"chr4"
"9089"	19246088	19053354	"Cuckoo (Otidimorphae)"	10070	"chr4"
"9090"	19272908.5	19077446	"Cuckoo (Otidimorphae)"	8374	"chr4"
"9091"	19282513.5	19086432.5	"Cuckoo (Otidimorphae)"	8407	"chr4"
"9092"	19292067	19097959.5	"Cuckoo (Otidimorphae)"	8407	"chr4"
"9093"	19304481.5	19110939.5	"Cuckoo (Otidimorphae)"	6253	"chr4"
"9094"	19310715.5	19119858.5	"Cuckoo (Otidimorphae)"	5777	"chr4"
"9095"	19322715.5	19130158	"Cuckoo (Otidimorphae)"	8326	"chr4"
"9096"	19339208.5	19145398.5	"Cuckoo (Otidimorphae)"	9401	"chr4"
"9097"	19357686	19161749	"Cuckoo (Otidimorphae)"	22838	"chr4"
"9098"	19376515	19177782.5	"Cuckoo (Otidimorphae)"	7573	"chr4"
"9099"	19402443.5	19197278.5	"Cuckoo (Otidimorphae)"	27929	"chr4"
"9100"	19445980	19235190.5	"Cuckoo (Otidimorphae)"	27119	"chr4"
"9101"	19476592	19262754	"Cuckoo (Otidimorphae)"	16798	"chr4"
"9102"	19495944	19280119	"Cuckoo (Otidimorphae)"	17390	"chr4"
"9103"	19512173.5	19299322.5	"Cuckoo (Otidimorphae)"	11073	"chr4"
"9104"	19521011	19310526	"Cuckoo (Otidimorphae)"	5250	"chr4"
"9105"	19532721	19321304	"Cuckoo (Otidimorphae)"	15800	"chr4"
"9106"	19565753	19350225.5	"Cuckoo (Otidimorphae)"	27533	"chr4"
"9107"	19590060.5	19371626.5	"Cuckoo (Otidimorphae)"	13985	"chr4"
"9108"	19613156.5	19391727.5	"Cuckoo (Otidimorphae)"	11279	"chr4"
"9109"	19636282	19411819	"Cuckoo (Otidimorphae)"	12228	"chr4"
"9110"	19647143.5	19421678	"Cuckoo (Otidimorphae)"	5262	"chr4"
"9111"	19652552.5	19427328	"Cuckoo (Otidimorphae)"	5380	"chr4"
"9112"	19665599	19440651.5	"Cuckoo (Otidimorphae)"	8819	"chr4"
"9113"	19682619.5	19455237	"Cuckoo (Otidimorphae)"	19228	"chr4"
"9114"	19701785	19471047	"Cuckoo (Otidimorphae)"	12242	"chr4"
"9115"	19713619.5	19481692	"Cuckoo (Otidimorphae)"	9048	"chr4"
"9116"	19731778.5	19498496.5	"Cuckoo (Otidimorphae)"	22207	"chr4"
"9117"	19751083	19516348	"Cuckoo (Otidimorphae)"	9072	"chr4"
"9118"	19779812	19547661	"Cuckoo (Otidimorphae)"	18076	"chr4"
"9119"	19793582	19561217.5	"Cuckoo (Otidimorphae)"	8493	"chr4"
"9120"	19801312.5	19569103.5	"Cuckoo (Otidimorphae)"	5901	"chr4"
"9121"	19807940.5	19576487.5	"Cuckoo (Otidimorphae)"	6639	"chr4"
"9122"	19815977.5	19583619	"Cuckoo (Otidimorphae)"	6716	"chr4"
"9123"	19822583.5	19590596.5	"Cuckoo (Otidimorphae)"	5761	"chr4"
"9124"	19829943	19598097	"Cuckoo (Otidimorphae)"	8436	"chr4"
"9125"	19841140	19609064.5	"Cuckoo (Otidimorphae)"	12133	"chr4"
"9126"	19852568	19619640	"Cuckoo (Otidimorphae)"	8416	"chr4"
"9127"	19875256.5	19641867.5	"Cuckoo (Otidimorphae)"	11785	"chr4"
"9128"	19891369	19657617	"Cuckoo (Otidimorphae)"	18514	"chr4"
"9129"	19919640.5	19684914.5	"Cuckoo (Otidimorphae)"	35675	"chr4"
"9130"	19959081	19722585.5	"Cuckoo (Otidimorphae)"	35383	"chr4"
"9131"	19994037	19749236	"Cuckoo (Otidimorphae)"	14898	"chr4"
"9132"	20020976.5	19775916	"Cuckoo (Otidimorphae)"	34508	"chr4"
"9133"	20073224	19830753	"Cuckoo (Otidimorphae)"	11302	"chr4"
"9134"	20084736	19842611	"Cuckoo (Otidimorphae)"	11308	"chr4"
"9135"	20102826	19860769	"Cuckoo (Otidimorphae)"	10936	"chr4"
"9136"	20139518.5	19898740.5	"Cuckoo (Otidimorphae)"	60169	"chr4"
"9137"	20186700	19946614.5	"Cuckoo (Otidimorphae)"	33343	"chr4"
"9138"	20211770.5	19972276	"Cuckoo (Otidimorphae)"	7314	"chr4"
"9139"	20247998	20007740	"Cuckoo (Otidimorphae)"	62266	"chr4"
"9140"	20285085	20045005.5	"Cuckoo (Otidimorphae)"	8755	"chr4"
"9141"	20314707.5	20074928.5	"Cuckoo (Otidimorphae)"	40221	"chr4"
"9142"	20350168.5	20109431.5	"Cuckoo (Otidimorphae)"	28205	"chr4"
"9143"	20391554.5	20148074	"Cuckoo (Otidimorphae)"	27124	"chr4"
"9144"	20412232.5	20167372	"Cuckoo (Otidimorphae)"	10464	"chr4"
"9145"	20430763	20187714.5	"Cuckoo (Otidimorphae)"	17673	"chr4"
"9146"	20448038	20203578	"Cuckoo (Otidimorphae)"	12060	"chr4"
"9147"	20468042	20223165.5	"Cuckoo (Otidimorphae)"	21931	"chr4"
"9148"	20484486.5	20238596.5	"Cuckoo (Otidimorphae)"	8149	"chr4"
"9149"	20493479	20247900	"Cuckoo (Otidimorphae)"	8036	"chr4"
"9150"	20508515.5	20260946.5	"Cuckoo (Otidimorphae)"	17209	"chr4"
"9151"	20532693	20282345	"Cuckoo (Otidimorphae)"	22096	"chr4"
"9152"	20634961	20380159	"Cuckoo (Otidimorphae)"	24490	"chr4"
"9153"	20655448	20399926	"Cuckoo (Otidimorphae)"	14486	"chr4"
"9154"	20682351.5	20429420.5	"Cuckoo (Otidimorphae)"	6405	"chr4"
"9155"	20694476	20441704.5	"Cuckoo (Otidimorphae)"	16615	"chr4"
"9156"	20708521.5	20455345	"Cuckoo (Otidimorphae)"	9740	"chr4"
"9157"	20745125	20484114	"Cuckoo (Otidimorphae)"	19692	"chr4"
"9158"	20787082	20525285	"Cuckoo (Otidimorphae)"	29650	"chr4"
"9159"	20809973.5	20547829.5	"Cuckoo (Otidimorphae)"	11989	"chr4"
"9160"	20827528.5	20569123.5	"Cuckoo (Otidimorphae)"	8535	"chr4"
"9161"	20835350.5	20576888	"Cuckoo (Otidimorphae)"	6994	"chr4"
"9162"	20855076.5	20596143.5	"Cuckoo (Otidimorphae)"	15597	"chr4"
"9163"	20908525.5	20638346.5	"Cuckoo (Otidimorphae)"	15467	"chr4"
"9164"	20944703	20672963	"Cuckoo (Otidimorphae)"	41106	"chr4"
"9165"	20973811.5	20700748	"Cuckoo (Otidimorphae)"	13972	"chr4"
"9166"	20985598	20712332	"Cuckoo (Otidimorphae)"	8772	"chr4"
"9167"	20996120	20722371.5	"Cuckoo (Otidimorphae)"	10873	"chr4"
"9168"	21007399	20733462	"Cuckoo (Otidimorphae)"	7882	"chr4"
"9169"	21025139.5	20750096	"Cuckoo (Otidimorphae)"	9978	"chr4"
"9170"	21037284.5	20762418	"Cuckoo (Otidimorphae)"	13620	"chr4"
"9171"	21053604	20779236	"Cuckoo (Otidimorphae)"	17190	"chr4"
"9172"	21074408.5	20800914	"Cuckoo (Otidimorphae)"	20052	"chr4"
"9173"	21093523	20815234	"Cuckoo (Otidimorphae)"	6954	"chr4"
"9174"	21108195	20824103.5	"Cuckoo (Otidimorphae)"	9657	"chr4"
"9175"	21126156	20839380	"Cuckoo (Otidimorphae)"	20476	"chr4"
"9176"	21151041	20858643.5	"Cuckoo (Otidimorphae)"	9453	"chr4"
"9177"	21166104.5	20872433	"Cuckoo (Otidimorphae)"	11988	"chr4"
"9178"	21187740.5	20893794	"Cuckoo (Otidimorphae)"	29620	"chr4"
"9179"	21233052.5	20939560	"Cuckoo (Otidimorphae)"	16028	"chr4"
"9180"	21246745.5	20951405	"Cuckoo (Otidimorphae)"	6978	"chr4"
"9181"	21259174.5	20964205.5	"Cuckoo (Otidimorphae)"	16723	"chr4"
"9182"	21282833	20986701	"Cuckoo (Otidimorphae)"	26314	"chr4"
"9183"	21325112	21025739	"Cuckoo (Otidimorphae)"	49696	"chr4"
"9184"	21364491.5	21055666.5	"Cuckoo (Otidimorphae)"	6981	"chr4"
"9185"	21385571.5	21076600.5	"Cuckoo (Otidimorphae)"	33183	"chr4"
