canonical_region_id	normalized_arrangement_state	species_members	n_species	representative_informative_anchor_count	description	representative_anchor_order_signature	representative_orientation_signature
CR_07	A0	Stork	1	53	1 species with equivalent multi-anchor order/orientation in CR_07.	CR_07_A001:33|CR_07_A002:M|CR_07_A003:35|CR_07_A004:34|CR_07_A005:M|CR_07_A006:M|CR_07_A007:32|CR_07_A008:31|CR_07_A009:36|CR_07_A010:37|CR_07_A011:38|CR_07_A012:M|CR_07_A013:39|CR_07_A014:40|CR_07_A015:M|CR_07_A016:30|CR_07_A017:M|CR_07_A018:29|CR_07_A019:28|CR_07_A020:M|CR_07_A021:27|CR_07_A022:26|CR_07_A023:25|CR_07_A024:24|CR_07_A025:23|CR_07_A026:22|CR_07_A027:21|CR_07_A028:20|CR_07_A029:19|CR_07_A030:18|CR_07_A031:17|CR_07_A032:16|CR_07_A033:15|CR_07_A034:14|CR_07_A035:13|CR_07_A036:4|CR_07_A037:M|CR_07_A038:3|CR_07_A039:2|CR_07_A040:1|CR_07_A041:42|CR_07_A042:43|CR_07_A043:44|CR_07_A044:45|CR_07_A045:46|CR_07_A046:47|CR_07_A047:48|CR_07_A048:49|CR_07_A049:M|CR_07_A050:50|CR_07_A051:51|CR_07_A052:52|CR_07_A053:53|CR_07_A054:41|CR_07_A055:12|CR_07_A056:11|CR_07_A057:10|CR_07_A058:9|CR_07_A059:8|CR_07_A060:7|CR_07_A061:5|CR_07_A062:6	CR_07_A001:+|CR_07_A002:?|CR_07_A003:+|CR_07_A004:+|CR_07_A005:?|CR_07_A006:?|CR_07_A007:+|CR_07_A008:+|CR_07_A009:+|CR_07_A010:+|CR_07_A011:+|CR_07_A012:?|CR_07_A013:+|CR_07_A014:+|CR_07_A015:?|CR_07_A016:+|CR_07_A017:?|CR_07_A018:+|CR_07_A019:+|CR_07_A020:?|CR_07_A021:+|CR_07_A022:+|CR_07_A023:+|CR_07_A024:+|CR_07_A025:+|CR_07_A026:+|CR_07_A027:+|CR_07_A028:+|CR_07_A029:+|CR_07_A030:+|CR_07_A031:+|CR_07_A032:+|CR_07_A033:+|CR_07_A034:+|CR_07_A035:+|CR_07_A036:+|CR_07_A037:?|CR_07_A038:+|CR_07_A039:+|CR_07_A040:+|CR_07_A041:+|CR_07_A042:+|CR_07_A043:+|CR_07_A044:+|CR_07_A045:+|CR_07_A046:+|CR_07_A047:+|CR_07_A048:+|CR_07_A049:?|CR_07_A050:+|CR_07_A051:+|CR_07_A052:+|CR_07_A053:+|CR_07_A054:+|CR_07_A055:+|CR_07_A056:+|CR_07_A057:+|CR_07_A058:+|CR_07_A059:+|CR_07_A060:+|CR_07_A061:+|CR_07_A062:+
CR_07	A1	Flamingo	1	49	1 species with equivalent multi-anchor order/orientation in CR_07.	CR_07_A001:X|CR_07_A002:M|CR_07_A003:M|CR_07_A004:44|CR_07_A005:M|CR_07_A006:M|CR_07_A007:43|CR_07_A008:M|CR_07_A009:45|CR_07_A010:46|CR_07_A011:47|CR_07_A012:48|CR_07_A013:49|CR_07_A014:34|CR_07_A015:M|CR_07_A016:M|CR_07_A017:M|CR_07_A018:5|CR_07_A019:6|CR_07_A020:M|CR_07_A021:M|CR_07_A022:7|CR_07_A023:8|CR_07_A024:9|CR_07_A025:10|CR_07_A026:11|CR_07_A027:12|CR_07_A028:13|CR_07_A029:14|CR_07_A030:15|CR_07_A031:16|CR_07_A032:17|CR_07_A033:18|CR_07_A034:19|CR_07_A035:20|CR_07_A036:4|CR_07_A037:M|CR_07_A038:3|CR_07_A039:2|CR_07_A040:1|CR_07_A041:30|CR_07_A042:31|CR_07_A043:32|CR_07_A044:33|CR_07_A045:35|CR_07_A046:36|CR_07_A047:37|CR_07_A048:38|CR_07_A049:M|CR_07_A050:39|CR_07_A051:40|CR_07_A052:41|CR_07_A053:42|CR_07_A054:29|CR_07_A055:21|CR_07_A056:22|CR_07_A057:23|CR_07_A058:24|CR_07_A059:25|CR_07_A060:26|CR_07_A061:27|CR_07_A062:28	CR_07_A001:!|CR_07_A002:?|CR_07_A003:?|CR_07_A004:-|CR_07_A005:?|CR_07_A006:?|CR_07_A007:-|CR_07_A008:?|CR_07_A009:+|CR_07_A010:+|CR_07_A011:+|CR_07_A012:+|CR_07_A013:+|CR_07_A014:+|CR_07_A015:?|CR_07_A016:?|CR_07_A017:?|CR_07_A018:+|CR_07_A019:+|CR_07_A020:?|CR_07_A021:?|CR_07_A022:+|CR_07_A023:+|CR_07_A024:+|CR_07_A025:+|CR_07_A026:+|CR_07_A027:+|CR_07_A028:+|CR_07_A029:+|CR_07_A030:+|CR_07_A031:+|CR_07_A032:+|CR_07_A033:+|CR_07_A034:+|CR_07_A035:+|CR_07_A036:-|CR_07_A037:?|CR_07_A038:-|CR_07_A039:-|CR_07_A040:-|CR_07_A041:+|CR_07_A042:+|CR_07_A043:+|CR_07_A044:+|CR_07_A045:+|CR_07_A046:+|CR_07_A047:+|CR_07_A048:+|CR_07_A049:?|CR_07_A050:+|CR_07_A051:+|CR_07_A052:+|CR_07_A053:+|CR_07_A054:+|CR_07_A055:+|CR_07_A056:+|CR_07_A057:+|CR_07_A058:+|CR_07_A059:+|CR_07_A060:+|CR_07_A061:+|CR_07_A062:+
CR_07	A2	Dove	1	47	1 species with equivalent multi-anchor order/orientation in CR_07.	CR_07_A001:M|CR_07_A002:M|CR_07_A003:M|CR_07_A004:13|CR_07_A005:14|CR_07_A006:M|CR_07_A007:15|CR_07_A008:M|CR_07_A009:12|CR_07_A010:M|CR_07_A011:11|CR_07_A012:10|CR_07_A013:9|CR_07_A014:16|CR_07_A015:M|CR_07_A016:M|CR_07_A017:23|CR_07_A018:24|CR_07_A019:M|CR_07_A020:M|CR_07_A021:25|CR_07_A022:26|CR_07_A023:27|CR_07_A024:28|CR_07_A025:29|CR_07_A026:30|CR_07_A027:31|CR_07_A028:32|CR_07_A029:33|CR_07_A030:34|CR_07_A031:35|CR_07_A032:36|CR_07_A033:37|CR_07_A034:M|CR_07_A035:38|CR_07_A036:44|CR_07_A037:45|CR_07_A038:46|CR_07_A039:47|CR_07_A040:M|CR_07_A041:8|CR_07_A042:3|CR_07_A043:2|CR_07_A044:1|CR_07_A045:X|CR_07_A046:4|CR_07_A047:5|CR_07_A048:6|CR_07_A049:7|CR_07_A050:20|CR_07_A051:19|CR_07_A052:18|CR_07_A053:17|CR_07_A054:M|CR_07_A055:39|CR_07_A056:40|CR_07_A057:41|CR_07_A058:42|CR_07_A059:43|CR_07_A060:X|CR_07_A061:21|CR_07_A062:22	CR_07_A001:?|CR_07_A002:?|CR_07_A003:?|CR_07_A004:+|CR_07_A005:+|CR_07_A006:?|CR_07_A007:+|CR_07_A008:?|CR_07_A009:-|CR_07_A010:?|CR_07_A011:-|CR_07_A012:-|CR_07_A013:-|CR_07_A014:-|CR_07_A015:?|CR_07_A016:?|CR_07_A017:+|CR_07_A018:+|CR_07_A019:?|CR_07_A020:?|CR_07_A021:-|CR_07_A022:+|CR_07_A023:+|CR_07_A024:+|CR_07_A025:+|CR_07_A026:+|CR_07_A027:+|CR_07_A028:+|CR_07_A029:+|CR_07_A030:+|CR_07_A031:+|CR_07_A032:+|CR_07_A033:+|CR_07_A034:?|CR_07_A035:+|CR_07_A036:+|CR_07_A037:+|CR_07_A038:+|CR_07_A039:+|CR_07_A040:?|CR_07_A041:-|CR_07_A042:-|CR_07_A043:-|CR_07_A044:-|CR_07_A045:!|CR_07_A046:+|CR_07_A047:+|CR_07_A048:+|CR_07_A049:-|CR_07_A050:-|CR_07_A051:-|CR_07_A052:-|CR_07_A053:-|CR_07_A054:?|CR_07_A055:+|CR_07_A056:+|CR_07_A057:+|CR_07_A058:+|CR_07_A059:+|CR_07_A060:!|CR_07_A061:-|CR_07_A062:-
CR_07	A3	Sandgrouse	1	47	1 species with equivalent multi-anchor order/orientation in CR_07.	CR_07_A001:10|CR_07_A002:M|CR_07_A003:3|CR_07_A004:M|CR_07_A005:M|CR_07_A006:M|CR_07_A007:2|CR_07_A008:1|CR_07_A009:4|CR_07_A010:5|CR_07_A011:6|CR_07_A012:7|CR_07_A013:8|CR_07_A014:9|CR_07_A015:M|CR_07_A016:M|CR_07_A017:11|CR_07_A018:12|CR_07_A019:M|CR_07_A020:M|CR_07_A021:13|CR_07_A022:14|CR_07_A023:15|CR_07_A024:16|CR_07_A025:17|CR_07_A026:18|CR_07_A027:19|CR_07_A028:20|CR_07_A029:21|CR_07_A030:22|CR_07_A031:23|CR_07_A032:24|CR_07_A033:25|CR_07_A034:26|CR_07_A035:M|CR_07_A036:X|CR_07_A037:M|CR_07_A038:2|CR_07_A039:M|CR_07_A040:1|CR_07_A041:41|CR_07_A042:40|CR_07_A043:39|CR_07_A044:38|CR_07_A045:37|CR_07_A046:36|CR_07_A047:35|CR_07_A048:M|CR_07_A049:M|CR_07_A050:42|CR_07_A051:43|CR_07_A052:44|CR_07_A053:45|CR_07_A054:M|CR_07_A055:27|CR_07_A056:28|CR_07_A057:29|CR_07_A058:30|CR_07_A059:31|CR_07_A060:32|CR_07_A061:33|CR_07_A062:34	CR_07_A001:+|CR_07_A002:?|CR_07_A003:+|CR_07_A004:?|CR_07_A005:?|CR_07_A006:?|CR_07_A007:+|CR_07_A008:+|CR_07_A009:+|CR_07_A010:+|CR_07_A011:+|CR_07_A012:+|CR_07_A013:+|CR_07_A014:+|CR_07_A015:?|CR_07_A016:?|CR_07_A017:+|CR_07_A018:+|CR_07_A019:?|CR_07_A020:?|CR_07_A021:+|CR_07_A022:+|CR_07_A023:+|CR_07_A024:+|CR_07_A025:+|CR_07_A026:+|CR_07_A027:+|CR_07_A028:+|CR_07_A029:+|CR_07_A030:+|CR_07_A031:+|CR_07_A032:+|CR_07_A033:+|CR_07_A034:+|CR_07_A035:?|CR_07_A036:!|CR_07_A037:?|CR_07_A038:-|CR_07_A039:?|CR_07_A040:-|CR_07_A041:+|CR_07_A042:+|CR_07_A043:+|CR_07_A044:+|CR_07_A045:+|CR_07_A046:+|CR_07_A047:+|CR_07_A048:?|CR_07_A049:?|CR_07_A050:+|CR_07_A051:+|CR_07_A052:+|CR_07_A053:+|CR_07_A054:?|CR_07_A055:+|CR_07_A056:+|CR_07_A057:+|CR_07_A058:+|CR_07_A059:+|CR_07_A060:+|CR_07_A061:+|CR_07_A062:+
CR_07	A4	Turaco	1	40	1 species with equivalent multi-anchor order/orientation in CR_07.	CR_07_A001:M|CR_07_A002:M|CR_07_A003:17|CR_07_A004:18|CR_07_A005:19|CR_07_A006:M|CR_07_A007:20|CR_07_A008:M|CR_07_A009:16|CR_07_A010:15|CR_07_A011:14|CR_07_A012:M|CR_07_A013:13|CR_07_A014:12|CR_07_A015:M|CR_07_A016:M|CR_07_A017:M|CR_07_A018:M|CR_07_A019:M|CR_07_A020:M|CR_07_A021:M|CR_07_A022:M|CR_07_A023:M|CR_07_A024:40|CR_07_A025:M|CR_07_A026:39|CR_07_A027:38|CR_07_A028:37|CR_07_A029:36|CR_07_A030:M|CR_07_A031:35|CR_07_A032:34|CR_07_A033:33|CR_07_A034:32|CR_07_A035:31|CR_07_A036:22|CR_07_A037:M|CR_07_A038:M|CR_07_A039:M|CR_07_A040:21|CR_07_A041:4|CR_07_A042:5|CR_07_A043:6|CR_07_A044:7|CR_07_A045:8|CR_07_A046:9|CR_07_A047:10|CR_07_A048:11|CR_07_A049:M|CR_07_A050:3|CR_07_A051:M|CR_07_A052:2|CR_07_A053:1|CR_07_A054:30|CR_07_A055:29|CR_07_A056:28|CR_07_A057:27|CR_07_A058:26|CR_07_A059:25|CR_07_A060:M|CR_07_A061:24|CR_07_A062:23	CR_07_A001:?|CR_07_A002:?|CR_07_A003:+|CR_07_A004:+|CR_07_A005:+|CR_07_A006:?|CR_07_A007:+|CR_07_A008:?|CR_07_A009:+|CR_07_A010:+|CR_07_A011:+|CR_07_A012:?|CR_07_A013:+|CR_07_A014:+|CR_07_A015:?|CR_07_A016:?|CR_07_A017:?|CR_07_A018:?|CR_07_A019:?|CR_07_A020:?|CR_07_A021:?|CR_07_A022:?|CR_07_A023:?|CR_07_A024:+|CR_07_A025:?|CR_07_A026:+|CR_07_A027:+|CR_07_A028:+|CR_07_A029:+|CR_07_A030:?|CR_07_A031:+|CR_07_A032:+|CR_07_A033:+|CR_07_A034:+|CR_07_A035:+|CR_07_A036:+|CR_07_A037:?|CR_07_A038:?|CR_07_A039:?|CR_07_A040:+|CR_07_A041:+|CR_07_A042:+|CR_07_A043:+|CR_07_A044:+|CR_07_A045:+|CR_07_A046:+|CR_07_A047:+|CR_07_A048:+|CR_07_A049:?|CR_07_A050:+|CR_07_A051:?|CR_07_A052:+|CR_07_A053:+|CR_07_A054:+|CR_07_A055:+|CR_07_A056:+|CR_07_A057:+|CR_07_A058:+|CR_07_A059:+|CR_07_A060:?|CR_07_A061:+|CR_07_A062:+
CR_07	A5	Cuckoo	1	44	1 species with equivalent multi-anchor order/orientation in CR_07.	CR_07_A001:M|CR_07_A002:M|CR_07_A003:26|CR_07_A004:27|CR_07_A005:M|CR_07_A006:M|CR_07_A007:28|CR_07_A008:M|CR_07_A009:29|CR_07_A010:30|CR_07_A011:31|CR_07_A012:M|CR_07_A013:M|CR_07_A014:32|CR_07_A015:M|CR_07_A016:M|CR_07_A017:M|CR_07_A018:M|CR_07_A019:M|CR_07_A020:25|CR_07_A021:M|CR_07_A022:24|CR_07_A023:M|CR_07_A024:23|CR_07_A025:22|CR_07_A026:21|CR_07_A027:20|CR_07_A028:19|CR_07_A029:18|CR_07_A030:17|CR_07_A031:16|CR_07_A032:15|CR_07_A033:14|CR_07_A034:13|CR_07_A035:M|CR_07_A036:4|CR_07_A037:M|CR_07_A038:3|CR_07_A039:2|CR_07_A040:1|CR_07_A041:33|CR_07_A042:34|CR_07_A043:35|CR_07_A044:36|CR_07_A045:37|CR_07_A046:38|CR_07_A047:39|CR_07_A048:40|CR_07_A049:M|CR_07_A050:41|CR_07_A051:42|CR_07_A052:43|CR_07_A053:44|CR_07_A054:X|CR_07_A055:12|CR_07_A056:11|CR_07_A057:10|CR_07_A058:9|CR_07_A059:8|CR_07_A060:7|CR_07_A061:6|CR_07_A062:5	CR_07_A001:?|CR_07_A002:?|CR_07_A003:+|CR_07_A004:+|CR_07_A005:?|CR_07_A006:?|CR_07_A007:+|CR_07_A008:?|CR_07_A009:+|CR_07_A010:+|CR_07_A011:+|CR_07_A012:?|CR_07_A013:?|CR_07_A014:+|CR_07_A015:?|CR_07_A016:?|CR_07_A017:?|CR_07_A018:?|CR_07_A019:?|CR_07_A020:-|CR_07_A021:?|CR_07_A022:-|CR_07_A023:?|CR_07_A024:-|CR_07_A025:-|CR_07_A026:-|CR_07_A027:-|CR_07_A028:-|CR_07_A029:-|CR_07_A030:-|CR_07_A031:-|CR_07_A032:-|CR_07_A033:-|CR_07_A034:-|CR_07_A035:?|CR_07_A036:-|CR_07_A037:?|CR_07_A038:-|CR_07_A039:-|CR_07_A040:-|CR_07_A041:+|CR_07_A042:+|CR_07_A043:+|CR_07_A044:+|CR_07_A045:+|CR_07_A046:+|CR_07_A047:+|CR_07_A048:+|CR_07_A049:?|CR_07_A050:+|CR_07_A051:+|CR_07_A052:+|CR_07_A053:+|CR_07_A054:!|CR_07_A055:-|CR_07_A056:-|CR_07_A057:-|CR_07_A058:-|CR_07_A059:-|CR_07_A060:-|CR_07_A061:-|CR_07_A062:-
CR_08	A0	Stork	1	40	1 species with equivalent multi-anchor order/orientation in CR_08.	CR_08_A001:M|CR_08_A002:M|CR_08_A003:25|CR_08_A004:24|CR_08_A005:23|CR_08_A006:22|CR_08_A007:21|CR_08_A008:20|CR_08_A009:19|CR_08_A010:18|CR_08_A011:17|CR_08_A012:16|CR_08_A013:15|CR_08_A014:14|CR_08_A015:13|CR_08_A016:12|CR_08_A017:11|CR_08_A018:3|CR_08_A019:M|CR_08_A020:2|CR_08_A021:1|CR_08_A022:26|CR_08_A023:28|CR_08_A024:29|CR_08_A025:30|CR_08_A026:31|CR_08_A027:32|CR_08_A028:33|CR_08_A029:34|CR_08_A030:35|CR_08_A031:36|CR_08_A032:37|CR_08_A033:38|CR_08_A034:39|CR_08_A035:40|CR_08_A036:27|CR_08_A037:10|CR_08_A038:9|CR_08_A039:8|CR_08_A040:7|CR_08_A041:6|CR_08_A042:4|CR_08_A043:5	CR_08_A001:?|CR_08_A002:?|CR_08_A003:+|CR_08_A004:+|CR_08_A005:+|CR_08_A006:+|CR_08_A007:+|CR_08_A008:+|CR_08_A009:+|CR_08_A010:+|CR_08_A011:+|CR_08_A012:+|CR_08_A013:+|CR_08_A014:+|CR_08_A015:+|CR_08_A016:+|CR_08_A017:+|CR_08_A018:+|CR_08_A019:?|CR_08_A020:+|CR_08_A021:+|CR_08_A022:+|CR_08_A023:+|CR_08_A024:+|CR_08_A025:+|CR_08_A026:+|CR_08_A027:+|CR_08_A028:+|CR_08_A029:+|CR_08_A030:+|CR_08_A031:+|CR_08_A032:+|CR_08_A033:+|CR_08_A034:+|CR_08_A035:+|CR_08_A036:+|CR_08_A037:+|CR_08_A038:+|CR_08_A039:+|CR_08_A040:+|CR_08_A041:+|CR_08_A042:+|CR_08_A043:+
CR_08	A1	Flamingo	1	40	1 species with equivalent multi-anchor order/orientation in CR_08.	CR_08_A001:M|CR_08_A002:M|CR_08_A003:5|CR_08_A004:6|CR_08_A005:7|CR_08_A006:8|CR_08_A007:9|CR_08_A008:10|CR_08_A009:11|CR_08_A010:12|CR_08_A011:13|CR_08_A012:14|CR_08_A013:15|CR_08_A014:16|CR_08_A015:17|CR_08_A016:18|CR_08_A017:19|CR_08_A018:3|CR_08_A019:M|CR_08_A020:2|CR_08_A021:1|CR_08_A022:4|CR_08_A023:28|CR_08_A024:29|CR_08_A025:30|CR_08_A026:31|CR_08_A027:32|CR_08_A028:33|CR_08_A029:34|CR_08_A030:35|CR_08_A031:36|CR_08_A032:37|CR_08_A033:38|CR_08_A034:39|CR_08_A035:40|CR_08_A036:27|CR_08_A037:20|CR_08_A038:21|CR_08_A039:22|CR_08_A040:23|CR_08_A041:24|CR_08_A042:25|CR_08_A043:26	CR_08_A001:?|CR_08_A002:?|CR_08_A003:+|CR_08_A004:+|CR_08_A005:+|CR_08_A006:+|CR_08_A007:+|CR_08_A008:+|CR_08_A009:+|CR_08_A010:+|CR_08_A011:+|CR_08_A012:+|CR_08_A013:+|CR_08_A014:+|CR_08_A015:+|CR_08_A016:+|CR_08_A017:+|CR_08_A018:-|CR_08_A019:?|CR_08_A020:-|CR_08_A021:-|CR_08_A022:-|CR_08_A023:+|CR_08_A024:+|CR_08_A025:+|CR_08_A026:+|CR_08_A027:+|CR_08_A028:+|CR_08_A029:+|CR_08_A030:+|CR_08_A031:+|CR_08_A032:+|CR_08_A033:+|CR_08_A034:+|CR_08_A035:+|CR_08_A036:+|CR_08_A037:+|CR_08_A038:+|CR_08_A039:+|CR_08_A040:+|CR_08_A041:+|CR_08_A042:+|CR_08_A043:+
CR_08	A2	Dove	1	36	1 species with equivalent multi-anchor order/orientation in CR_08.	CR_08_A001:M|CR_08_A002:M|CR_08_A003:M|CR_08_A004:15|CR_08_A005:16|CR_08_A006:17|CR_08_A007:18|CR_08_A008:19|CR_08_A009:20|CR_08_A010:21|CR_08_A011:22|CR_08_A012:23|CR_08_A013:24|CR_08_A014:25|CR_08_A015:26|CR_08_A016:27|CR_08_A017:28|CR_08_A018:34|CR_08_A019:35|CR_08_A020:36|CR_08_A021:M|CR_08_A022:X|CR_08_A023:5|CR_08_A024:3|CR_08_A025:2|CR_08_A026:1|CR_08_A027:4|CR_08_A028:6|CR_08_A029:7|CR_08_A030:X|CR_08_A031:12|CR_08_A032:11|CR_08_A033:10|CR_08_A034:9|CR_08_A035:8|CR_08_A036:M|CR_08_A037:29|CR_08_A038:30|CR_08_A039:31|CR_08_A040:32|CR_08_A041:33|CR_08_A042:13|CR_08_A043:14	CR_08_A001:?|CR_08_A002:?|CR_08_A003:?|CR_08_A004:+|CR_08_A005:+|CR_08_A006:+|CR_08_A007:+|CR_08_A008:+|CR_08_A009:+|CR_08_A010:+|CR_08_A011:+|CR_08_A012:+|CR_08_A013:+|CR_08_A014:+|CR_08_A015:+|CR_08_A016:+|CR_08_A017:+|CR_08_A018:+|CR_08_A019:+|CR_08_A020:+|CR_08_A021:?|CR_08_A022:!|CR_08_A023:-|CR_08_A024:-|CR_08_A025:-|CR_08_A026:-|CR_08_A027:+|CR_08_A028:+|CR_08_A029:+|CR_08_A030:!|CR_08_A031:-|CR_08_A032:-|CR_08_A033:-|CR_08_A034:-|CR_08_A035:-|CR_08_A036:?|CR_08_A037:+|CR_08_A038:+|CR_08_A039:+|CR_08_A040:+|CR_08_A041:+|CR_08_A042:-|CR_08_A043:-
CR_08	A3	Sandgrouse	1	35	1 species with equivalent multi-anchor order/orientation in CR_08.	CR_08_A001:M|CR_08_A002:M|CR_08_A003:1|CR_08_A004:2|CR_08_A005:3|CR_08_A006:4|CR_08_A007:5|CR_08_A008:6|CR_08_A009:7|CR_08_A010:8|CR_08_A011:9|CR_08_A012:10|CR_08_A013:11|CR_08_A014:12|CR_08_A015:13|CR_08_A016:14|CR_08_A017:15|CR_08_A018:2|CR_08_A019:M|CR_08_A020:M|CR_08_A021:M|CR_08_A022:1|CR_08_A023:29|CR_08_A024:28|CR_08_A025:27|CR_08_A026:26|CR_08_A027:25|CR_08_A028:24|CR_08_A029:23|CR_08_A030:M|CR_08_A031:M|CR_08_A032:30|CR_08_A033:31|CR_08_A034:32|CR_08_A035:33|CR_08_A036:M|CR_08_A037:16|CR_08_A038:17|CR_08_A039:18|CR_08_A040:19|CR_08_A041:20|CR_08_A042:21|CR_08_A043:22	CR_08_A001:?|CR_08_A002:?|CR_08_A003:+|CR_08_A004:+|CR_08_A005:+|CR_08_A006:+|CR_08_A007:+|CR_08_A008:+|CR_08_A009:+|CR_08_A010:+|CR_08_A011:+|CR_08_A012:+|CR_08_A013:+|CR_08_A014:+|CR_08_A015:+|CR_08_A016:+|CR_08_A017:+|CR_08_A018:-|CR_08_A019:?|CR_08_A020:?|CR_08_A021:?|CR_08_A022:-|CR_08_A023:+|CR_08_A024:+|CR_08_A025:+|CR_08_A026:+|CR_08_A027:+|CR_08_A028:+|CR_08_A029:+|CR_08_A030:?|CR_08_A031:?|CR_08_A032:+|CR_08_A033:+|CR_08_A034:+|CR_08_A035:+|CR_08_A036:?|CR_08_A037:+|CR_08_A038:+|CR_08_A039:+|CR_08_A040:+|CR_08_A041:+|CR_08_A042:+|CR_08_A043:+
CR_08	A4	Turaco	1	32	1 species with equivalent multi-anchor order/orientation in CR_08.	CR_08_A001:M|CR_08_A002:M|CR_08_A003:M|CR_08_A004:32|CR_08_A005:31|CR_08_A006:30|CR_08_A007:M|CR_08_A008:29|CR_08_A009:28|CR_08_A010:27|CR_08_A011:M|CR_08_A012:M|CR_08_A013:26|CR_08_A014:25|CR_08_A015:24|CR_08_A016:23|CR_08_A017:22|CR_08_A018:13|CR_08_A019:M|CR_08_A020:M|CR_08_A021:M|CR_08_A022:12|CR_08_A023:3|CR_08_A024:4|CR_08_A025:6|CR_08_A026:7|CR_08_A027:8|CR_08_A028:9|CR_08_A029:10|CR_08_A030:11|CR_08_A031:5|CR_08_A032:M|CR_08_A033:M|CR_08_A034:2|CR_08_A035:1|CR_08_A036:21|CR_08_A037:20|CR_08_A038:19|CR_08_A039:18|CR_08_A040:17|CR_08_A041:16|CR_08_A042:15|CR_08_A043:14	CR_08_A001:?|CR_08_A002:?|CR_08_A003:?|CR_08_A004:+|CR_08_A005:+|CR_08_A006:+|CR_08_A007:?|CR_08_A008:+|CR_08_A009:+|CR_08_A010:+|CR_08_A011:?|CR_08_A012:?|CR_08_A013:+|CR_08_A014:+|CR_08_A015:+|CR_08_A016:+|CR_08_A017:+|CR_08_A018:+|CR_08_A019:?|CR_08_A020:?|CR_08_A021:?|CR_08_A022:+|CR_08_A023:+|CR_08_A024:+|CR_08_A025:+|CR_08_A026:+|CR_08_A027:+|CR_08_A028:+|CR_08_A029:+|CR_08_A030:+|CR_08_A031:+|CR_08_A032:?|CR_08_A033:?|CR_08_A034:+|CR_08_A035:+|CR_08_A036:+|CR_08_A037:+|CR_08_A038:+|CR_08_A039:+|CR_08_A040:+|CR_08_A041:+|CR_08_A042:+|CR_08_A043:+
CR_08	A5	Cuckoo	1	39	1 species with equivalent multi-anchor order/orientation in CR_08.	CR_08_A001:M|CR_08_A002:M|CR_08_A003:M|CR_08_A004:25|CR_08_A005:24|CR_08_A006:23|CR_08_A007:22|CR_08_A008:21|CR_08_A009:20|CR_08_A010:19|CR_08_A011:18|CR_08_A012:17|CR_08_A013:16|CR_08_A014:15|CR_08_A015:14|CR_08_A016:13|CR_08_A017:12|CR_08_A018:4|CR_08_A019:M|CR_08_A020:3|CR_08_A021:2|CR_08_A022:1|CR_08_A023:27|CR_08_A024:28|CR_08_A025:29|CR_08_A026:30|CR_08_A027:31|CR_08_A028:32|CR_08_A029:33|CR_08_A030:34|CR_08_A031:35|CR_08_A032:36|CR_08_A033:37|CR_08_A034:38|CR_08_A035:39|CR_08_A036:26|CR_08_A037:11|CR_08_A038:10|CR_08_A039:9|CR_08_A040:8|CR_08_A041:7|CR_08_A042:6|CR_08_A043:5	CR_08_A001:?|CR_08_A002:?|CR_08_A003:?|CR_08_A004:-|CR_08_A005:-|CR_08_A006:-|CR_08_A007:-|CR_08_A008:-|CR_08_A009:-|CR_08_A010:-|CR_08_A011:-|CR_08_A012:-|CR_08_A013:-|CR_08_A014:-|CR_08_A015:-|CR_08_A016:-|CR_08_A017:-|CR_08_A018:-|CR_08_A019:?|CR_08_A020:-|CR_08_A021:-|CR_08_A022:-|CR_08_A023:+|CR_08_A024:+|CR_08_A025:+|CR_08_A026:+|CR_08_A027:+|CR_08_A028:+|CR_08_A029:+|CR_08_A030:+|CR_08_A031:+|CR_08_A032:+|CR_08_A033:+|CR_08_A034:+|CR_08_A035:+|CR_08_A036:-|CR_08_A037:-|CR_08_A038:-|CR_08_A039:-|CR_08_A040:-|CR_08_A041:-|CR_08_A042:-|CR_08_A043:-
CR_09	A0	Stork	1	3	1 species with equivalent multi-anchor order/orientation in CR_09.	CR_09_A001:3|CR_09_A002:M|CR_09_A003:2|CR_09_A004:M|CR_09_A005:1	CR_09_A001:+|CR_09_A002:?|CR_09_A003:+|CR_09_A004:?|CR_09_A005:+
CR_09	A1	Flamingo	1	3	1 species with equivalent multi-anchor order/orientation in CR_09.	CR_09_A001:3|CR_09_A002:M|CR_09_A003:2|CR_09_A004:M|CR_09_A005:1	CR_09_A001:-|CR_09_A002:?|CR_09_A003:-|CR_09_A004:?|CR_09_A005:-
CR_09	A2	Dove	1	4	1 species with equivalent multi-anchor order/orientation in CR_09.	CR_09_A001:1|CR_09_A002:2|CR_09_A003:3|CR_09_A004:M|CR_09_A005:4	CR_09_A001:+|CR_09_A002:+|CR_09_A003:+|CR_09_A004:?|CR_09_A005:+
CR_09	A3	Sandgrouse	1	3	1 species with equivalent multi-anchor order/orientation in CR_09.	CR_09_A001:3|CR_09_A002:M|CR_09_A003:2|CR_09_A004:M|CR_09_A005:1	CR_09_A001:-|CR_09_A002:?|CR_09_A003:-|CR_09_A004:?|CR_09_A005:-
CR_09	A4	Turaco	1	3	1 species with equivalent multi-anchor order/orientation in CR_09.	CR_09_A001:3|CR_09_A002:M|CR_09_A003:2|CR_09_A004:M|CR_09_A005:1	CR_09_A001:+|CR_09_A002:?|CR_09_A003:+|CR_09_A004:?|CR_09_A005:+
