structural_set	flank_window_bp	genealogy_window_bp	clade	event_id	start	end	event_type	pairing_confidence	n_loci	role_C1_state	role_C2_state	role_S_state	role_O_state	arrangement_pattern	predicted_topology	prediction_status	structural_confidence	mean_q1	mean_q2	mean_q3	observed_dominant_topology	event_margin	prediction_matches_observed	role_status
primary	250000		Columbea	primary_W250000_EV001	9504880	10974030	adjacency_change	moderate	123	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.297241755479	0.368203215953	0.334555028568	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000		N61	primary_W250000_EV001	9504880	10974030	adjacency_change	moderate	123	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.30125948929	0.346589905379	0.352150605331	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000		N62	primary_W250000_EV001	9504880	10974030	adjacency_change	moderate	118	A4	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.332167336378	0.337856257778	0.329976405844	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000		Columbea	primary_W250000_EV002	19760078	25213019	adjacency_change	high	317	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.409697337187	0.315806794337	0.274495868476	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000		N61	primary_W250000_EV002	19760078	25213019	adjacency_change	high	318	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.330374539492	0.375279074831	0.294346385677	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000		N62	primary_W250000_EV002	19760078	25213019	adjacency_change	high	307	A1	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.382378781801	0.321243185941	0.296378032258	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000	250000	Columbea	primary_W250000_EV012	25309087	25809087	single_boundary_event	single_boundary	43	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.910887397465	0.0581828902416	0.0309297122938	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000	250000	N61	primary_W250000_EV012	25309087	25809087	single_boundary_event	single_boundary	44	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.0310830226764	0.958077383791	0.010839593533	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000	250000	N62	primary_W250000_EV012	25309087	25809087	single_boundary_event	single_boundary	42	A4	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.96972651557	0.0136212186435	0.0166522657869	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000	250000	Columbea	primary_W250000_EV013	32984049	33484049	single_boundary_event	single_boundary	30	role_heterogeneous	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.285402433992	0.38860324876	0.325994317248	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000	250000	N61	primary_W250000_EV013	32984049	33484049	single_boundary_event	single_boundary	32	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.31692457755	0.328910407967	0.354165014482	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000	250000	N62	primary_W250000_EV013	32984049	33484049	single_boundary_event	single_boundary	32	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.246158216768	0.306933336688	0.446908446544	q3		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000		Columbea	primary_W250000_EV003	34021640	34232794	inversion_like	moderate	9	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.931553552794	0.0629859429457	0.00546050426071	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000		N61	primary_W250000_EV003	34021640	34232794	inversion_like	moderate	9	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.164153015195	0.812179745241	0.0236672395639	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000		N62	primary_W250000_EV003	34021640	34232794	inversion_like	moderate	8	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.891236257403	0.0646773692812	0.0440863733164	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000		Columbea	primary_W250000_EV004	35025837	37255236	translocation_like	high	139	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.335357812765	0.354652970276	0.309989216959	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000		N61	primary_W250000_EV004	35025837	37255236	translocation_like	high	140	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.329753819574	0.366345221846	0.303900958579	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000		N62	primary_W250000_EV004	35025837	37255236	translocation_like	high	124	A6	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.36841644388	0.318831769743	0.312751786377	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000		Columbea	primary_W250000_EV005	39237022	42267292	inversion_like	moderate	255	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.344268337974	0.336682109809	0.319049552217	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000		N61	primary_W250000_EV005	39237022	42267292	inversion_like	moderate	257	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.37164410837	0.321167632261	0.307188259369	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000		N62	primary_W250000_EV005	39237022	42267292	inversion_like	moderate	250	A6	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.391203607676	0.296619685766	0.312176706558	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000		Columbea	primary_W250000_EV006	44647530	45658664	inversion_like	high	48	role_heterogeneous	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.967476692356	0.0112433862434	0.0212799214005	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000		N61	primary_W250000_EV006	44647530	45658664	inversion_like	high	48	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.029252507819	0.958282682171	0.0124648100098	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000		N62	primary_W250000_EV006	44647530	45658664	inversion_like	high	43	A1	A5	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.949449142477	0.0265399696292	0.024010887894	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000	250000	Columbea	primary_W250000_EV014	46172770	46672770	single_boundary_event	single_boundary	29	role_heterogeneous	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.967432950192	0.0249042145594	0.00766283524903	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000	250000	N61	primary_W250000_EV014	46172770	46672770	single_boundary_event	single_boundary	26	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.0206853218816	0.977310215511	0.00200446260711	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000	250000	N62	primary_W250000_EV014	46172770	46672770	single_boundary_event	single_boundary	19	A3	A2	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.990547145264	0.00805726012673	0.00139559460969	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000		Columbea	primary_W250000_EV007	47143089	49159743	adjacency_change	moderate	132	role_heterogeneous	A2	unresolved	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.872019099271	0.0722910100808	0.0556898906482	q1		false	C1:role_heterogeneous;C2:resolved;S:unresolved_role_species_state;O:resolved
primary	250000		N61	primary_W250000_EV007	47143089	49159743	adjacency_change	moderate	133	unresolved	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.046847621235	0.906138021712	0.0470143570527	q2		false	C1:unresolved_role_species_state;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000		N62	primary_W250000_EV007	47143089	49159743	adjacency_change	moderate	116	A4	A1	unresolved	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.893665873324	0.0665931803368	0.0397409463392	q1		false	C1:resolved;C2:resolved;S:unresolved_role_species_state;O:role_heterogeneous
primary	250000	250000	Columbea	primary_W250000_EV015	49374080	49874080	single_boundary_event	single_boundary	15	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.976592050714	0.0103773115215	0.0130306377642	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000	250000	N61	primary_W250000_EV015	49374080	49874080	single_boundary_event	single_boundary	15	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.253096962274	0.700707696375	0.0461953413506	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000	250000	N62	primary_W250000_EV015	49374080	49874080	single_boundary_event	single_boundary	13	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.887895315954	0.00582806984769	0.106276614199	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000		Columbea	primary_W250000_EV008	50410378	50989362	adjacency_change	high	35	role_heterogeneous	A3	unresolved	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.985714285714	0.0142857142857	0	q1		false	C1:role_heterogeneous;C2:resolved;S:unresolved_role_species_state;O:resolved
primary	250000		N61	primary_W250000_EV008	50410378	50989362	adjacency_change	high	35	unresolved	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0	1	0	q2		false	C1:unresolved_role_species_state;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000		N62	primary_W250000_EV008	50410378	50989362	adjacency_change	high	31	A4	A5	unresolved	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.992255492213	0.00259198858408	0.00515251920296	q1		false	C1:resolved;C2:resolved;S:unresolved_role_species_state;O:role_heterogeneous
primary	250000		Columbea	primary_W250000_EV009	51789124	57203613	inversion_like	high	367	role_heterogeneous	A1	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.894751707602	0.0541838873879	0.0510644050102	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000		N61	primary_W250000_EV009	51789124	57203613	inversion_like	high	369	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.0620310579018	0.896294460639	0.0416744814587	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000		N62	primary_W250000_EV009	51789124	57203613	inversion_like	high	360	A5	A2	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.917924971392	0.0510533804477	0.0310216481604	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000		Columbea	primary_W250000_EV010	58171516	59982754	adjacency_change	high	137	role_heterogeneous	A1	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.383554491666	0.31849883486	0.297946673474	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000		N61	primary_W250000_EV010	58171516	59982754	adjacency_change	high	138	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.340898380581	0.318276431497	0.340825187922	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000		N62	primary_W250000_EV010	58171516	59982754	adjacency_change	high	128	A6	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.369326664079	0.335013602468	0.295659733454	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
primary	250000	250000	Columbea	primary_W250000_EV016	60785423	61285423	single_boundary_event	single_boundary	32	role_heterogeneous	A3	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.30271024423	0.342341017918	0.354948737852	q3		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
primary	250000	250000	N61	primary_W250000_EV016	60785423	61285423	single_boundary_event	single_boundary	33	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.413338326561	0.304611925398	0.282049748041	q1		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
primary	250000	250000	N62	primary_W250000_EV016	60785423	61285423	single_boundary_event	single_boundary	33	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.400655705686	0.365648778607	0.233695515707	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
stringent	250000	250000	Columbea	stringent_W250000_EV008	1699860	2199860	single_boundary_event	single_boundary	19	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.313045151712	0.330779818755	0.356175029533	q3		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
stringent	250000	250000	N61	stringent_W250000_EV008	1699860	2199860	single_boundary_event	single_boundary	19	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.302827326825	0.360483293823	0.336689379351	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
stringent	250000	250000	N62	stringent_W250000_EV008	1699860	2199860	single_boundary_event	single_boundary	15	A3	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.25797478555	0.488957457198	0.253067757252	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
stringent	250000		Columbea	stringent_W250000_EV001	9504880	10974030	adjacency_change	moderate	123	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.297241755479	0.368203215953	0.334555028568	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
stringent	250000		N61	stringent_W250000_EV001	9504880	10974030	adjacency_change	moderate	123	role_heterogeneous	role_heterogeneous	A1	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.30125948929	0.346589905379	0.352150605331	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
stringent	250000		N62	stringent_W250000_EV001	9504880	10974030	adjacency_change	moderate	118	A4	A6	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.332167336378	0.337856257778	0.329976405844	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
stringent	250000		Columbea	stringent_W250000_EV002	19760078	25213019	adjacency_change	high	317	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.409697337187	0.315806794337	0.274495868476	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
stringent	250000		N61	stringent_W250000_EV002	19760078	25213019	adjacency_change	high	318	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.330374539492	0.375279074831	0.294346385677	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
stringent	250000		N62	stringent_W250000_EV002	19760078	25213019	adjacency_change	high	307	A1	A3	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.382378781801	0.321243185941	0.296378032258	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
stringent	250000		Columbea	stringent_W250000_EV003	25559087	34021640	inversion_like	high	547	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.868827930682	0.0689231393157	0.062248930002	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
stringent	250000		N61	stringent_W250000_EV003	25559087	34021640	inversion_like	high	552	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.0872445379222	0.849323155432	0.0634323066454	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
stringent	250000		N62	stringent_W250000_EV003	25559087	34021640	inversion_like	high	537	A6	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.889615741614	0.0473557665531	0.0630284918325	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
stringent	250000		Columbea	stringent_W250000_EV004	35025837	37255236	translocation_like	high	139	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.335357812765	0.354652970276	0.309989216959	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
stringent	250000		N61	stringent_W250000_EV004	35025837	37255236	translocation_like	high	140	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.329753819574	0.366345221846	0.303900958579	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
stringent	250000		N62	stringent_W250000_EV004	35025837	37255236	translocation_like	high	124	A6	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.36841644388	0.318831769743	0.312751786377	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
stringent	250000		Columbea	stringent_W250000_EV005	39237022	44647530	inversion_like	high	431	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.402095650227	0.317199613586	0.280704736187	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
stringent	250000		N61	stringent_W250000_EV005	39237022	44647530	inversion_like	high	433	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.329552568017	0.382210250566	0.288237181417	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
stringent	250000		N62	stringent_W250000_EV005	39237022	44647530	inversion_like	high	420	A6	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.442491677448	0.273419976114	0.284088346438	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
stringent	250000		Columbea	stringent_W250000_EV006	45658664	46422770	inversion_like	high	41	unresolved	A3	unresolved	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.951350836309	0.0260143625065	0.0226348011843	q1		false	C1:unresolved_role_species_state;C2:resolved;S:unresolved_role_species_state;O:resolved
stringent	250000		N61	stringent_W250000_EV006	45658664	46422770	inversion_like	high	41	unresolved	unresolved	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.0758890330821	0.914469593848	0.00964137307024	q2		false	C1:unresolved_role_species_state;C2:unresolved_role_species_state;S:resolved;O:role_heterogeneous
stringent	250000		N62	stringent_W250000_EV006	45658664	46422770	inversion_like	high	40	A4	unresolved	unresolved	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	unresolved	0.958167563474	0.0210090197446	0.0208234167815	q1		false	C1:resolved;C2:unresolved_role_species_state;S:unresolved_role_species_state;O:role_heterogeneous
stringent	250000		Columbea	stringent_W250000_EV007	49624080	50989362	inversion_like	moderate	75	role_heterogeneous	A5	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.958228463053	0.0347209649498	0.00705057199728	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
stringent	250000		N61	stringent_W250000_EV007	49624080	50989362	inversion_like	moderate	75	role_heterogeneous	role_heterogeneous	A3	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.0674520914824	0.92571030275	0.00683760576803	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
stringent	250000		N62	stringent_W250000_EV007	49624080	50989362	inversion_like	moderate	66	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.933835869297	0.0145541063135	0.0516100243893	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
stringent	250000	250000	Columbea	stringent_W250000_EV009	57921516	58421516	single_boundary_event	single_boundary	39	role_heterogeneous	A1	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.355981837144	0.39832078417	0.245697378686	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
stringent	250000	250000	N61	stringent_W250000_EV009	57921516	58421516	single_boundary_event	single_boundary	39	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.298342779062	0.390534807908	0.31112241303	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
stringent	250000	250000	N62	stringent_W250000_EV009	57921516	58421516	single_boundary_event	single_boundary	37	A3	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.428116979679	0.336653750823	0.235229269498	q1		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000	250000	Columbea	inclusive_W250000_EV019	1332350	1832350	single_boundary_event	single_boundary	32	role_heterogeneous	A4	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.391594058721	0.312172618688	0.296233322591	q1		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000	250000	N61	inclusive_W250000_EV019	1332350	1832350	single_boundary_event	single_boundary	32	role_heterogeneous	role_heterogeneous	A4	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.34137407156	0.310229172276	0.348396756164	q3		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000	250000	N62	inclusive_W250000_EV019	1332350	1832350	single_boundary_event	single_boundary	27	A2	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.289539169313	0.356953450565	0.353507380121	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000	250000	Columbea	inclusive_W250000_EV020	1699860	2199860	single_boundary_event	single_boundary	19	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.313045151712	0.330779818755	0.356175029533	q3		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
inclusive	250000	250000	N61	inclusive_W250000_EV020	1699860	2199860	single_boundary_event	single_boundary	19	role_heterogeneous	role_heterogeneous	A2	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.302827326825	0.360483293823	0.336689379351	q2		false	C1:role_heterogeneous;C2:role_heterogeneous;S:resolved;O:role_heterogeneous
inclusive	250000	250000	N62	inclusive_W250000_EV020	1699860	2199860	single_boundary_event	single_boundary	15	A3	A1	role_heterogeneous	role_heterogeneous	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	limited	0.25797478555	0.488957457198	0.253067757252	q2		false	C1:resolved;C2:resolved;S:role_heterogeneous;O:role_heterogeneous
inclusive	250000		Columbea	inclusive_W250000_EV001	5161408	8704428	adjacency_change	moderate	304	role_heterogeneous	A2	role_heterogeneous	A0	unresolved_or_heterogeneous	no_unique_strict_prediction	no_unique_strict_prediction	high	0.326857619555	0.354746766196	0.318395614249	q2		false	C1:role_heterogeneous;C2:resolved;S:role_heterogeneous;O:resolved
