species	canonical_region_id	anchor_id	reference_start	reference_end	dominant_query_chrom	dominant_query_start	dominant_query_end	orientation	coverage_fraction	n_raw_blocks	ambiguous	missing
Sandgrouse	CR_05	CR_05_A018	46442091	46542091	pri.chr15	1329066	1407456	+	0.30772	4	false	false
Turaco	CR_05	CR_05_A018	46442091	46542091	pri.chr5	18686141	18722692	+	0.21203	3	false	false
Cuckoo	CR_05	CR_05_A018	46442091	46542091					0.19016	3	false	true
Stork	CR_05	CR_05_A019	46542091	46642091	pri.CM030196.1	66042204	66243504	+	0.51732	3	false	false
Flamingo	CR_05	CR_05_A019	46542091	46642091	pri.chr4	66309818	66460988	+	0.33453	5	false	false
Dove	CR_05	CR_05_A019	46542091	46642091	1.LR594554.2	25018604	25120609	-	0.22763	4	false	false
Sandgrouse	CR_05	CR_05_A019	46542091	46642091	pri.chr15	1425115	1574559	+	0.27757	5	false	false
Turaco	CR_05	CR_05_A019	46542091	46642091	pri.chr5	18472379	18618495	+	0.3474	5	false	false
Cuckoo	CR_05	CR_05_A019	46542091	46642091	pri.CM030640.1	62227558	62278053	+	0.20684	3	false	false
Stork	CR_05	CR_05_A020	46642091	46742091	pri.CM030196.1	66221884	66318530	+	0.64593	3	false	false
Flamingo	CR_05	CR_05_A020	46642091	46742091	pri.chr4	66437051	66536512	+	0.66885	3	false	false
Dove	CR_05	CR_05_A020	46642091	46742091	1.LR594554.2	24880631	24986401	-	0.41802	3	false	false
Sandgrouse	CR_05	CR_05_A020	46642091	46742091	pri.chr15	1557104	1641634	+	0.66135	3	false	false
Turaco	CR_05	CR_05_A020	46642091	46742091	pri.chr5	18396880	18495853	+	0.27631	2	false	false
Cuckoo	CR_05	CR_05_A020	46642091	46742091	pri.CM030640.1	62366783	62448333	+	0.59496	3	false	false
Stork	CR_05	CR_05_A021	46742091	46842091					0.05696	1	false	true
Flamingo	CR_05	CR_05_A021	46742091	46842091					0.11714	2	false	true
Dove	CR_05	CR_05_A021	46742091	46842091					0.11863	2	false	true
Sandgrouse	CR_05	CR_05_A021	46742091	46842091					0.12305	2	false	true
Turaco	CR_05	CR_05_A021	46742091	46842091					0.05696	1	false	true
Cuckoo	CR_05	CR_05_A021	46742091	46842091					0.05696	1	false	true
Stork	CR_05	CR_05_A022	46842091	46942091	pri.CM030196.1	66500965	66635496	+	0.32574	5	false	false
Flamingo	CR_05	CR_05_A022	46842091	46942091	pri.chr4	66709389	66846231	+	0.30818	5	false	false
Dove	CR_05	CR_05_A022	46842091	46942091	1.LR594554.2	24594676	24717045	-	0.38523	6	false	false
Sandgrouse	CR_05	CR_05_A022	46842091	46942091	pri.chr15	1805505	1922115	+	0.30528	5	false	false
Turaco	CR_05	CR_05_A022	46842091	46942091	pri.chr5	18124955	18217569	+	0.2634	4	false	false
Cuckoo	CR_05	CR_05_A022	46842091	46942091	pri.CM030640.1	62629987	62821398	+	0.32045	3	false	false
Stork	CR_05	CR_05_A023	46942091	47042091	pri.CM030196.1	66628536	66711968	+	0.37052	4	false	false
Flamingo	CR_05	CR_05_A023	46942091	47042091	pri.chr4	57314230	66921512	+	0.41724	5	false	false
Dove	CR_05	CR_05_A023	46942091	47042091	1.LR594554.2	24520371	28929009	-	0.41498	4	false	false
Sandgrouse	CR_05	CR_05_A023	46942091	47042091	pri.chr15	1929138	18308540	+	0.42814	4	false	false
Turaco	CR_05	CR_05_A023	46942091	47042091	pri.chr5	18009563	18062979	+	0.35823	2	false	false
Cuckoo	CR_05	CR_05_A023	46942091	47042091	pri.CM030640.1	62724870	62821398	+	0.67284	1	false	false
Stork	CR_05	CR_05_A024	47042091	47142091					0.00621	1	false	true
Flamingo	CR_05	CR_05_A024	47042091	47142091					0.05671	1	false	true
Dove	CR_05	CR_05_A024	47042091	47142091					0	0	false	true
Sandgrouse	CR_05	CR_05_A024	47042091	47142091					0	0	false	true
Turaco	CR_05	CR_05_A024	47042091	47142091					0	0	false	true
Cuckoo	CR_05	CR_05_A024	47042091	47142091					0	0	false	true
Stork	CR_05	CR_05_A025	47142091	47242091	pri.CM030196.1	63911337	64009149	+	0.21015	3	false	false
Flamingo	CR_05	CR_05_A025	47142091	47242091					0.081	1	false	true
Dove	CR_05	CR_05_A025	47142091	47242091	1.LR594554.2	28948223	29144493	+	0.24061	2	false	false
Sandgrouse	CR_05	CR_05_A025	47142091	47242091					0	0	false	true
Turaco	CR_05	CR_05_A025	47142091	47242091					0	0	false	true
Cuckoo	CR_05	CR_05_A025	47142091	47242091					0	0	false	true
Stork	CR_05	CR_05_A026	47242091	47342091					0.08536	1	false	true
Flamingo	CR_05	CR_05_A026	47242091	47342091					0.15606	2	false	true
Dove	CR_05	CR_05_A026	47242091	47342091	1.LR594554.2	29101395	29208962	+	0.33948	2	false	false
Sandgrouse	CR_05	CR_05_A026	47242091	47342091	pri.chr15	18400909	18455782	+	0.3287	4	false	false
Turaco	CR_05	CR_05_A026	47242091	47342091					0	0	false	true
Cuckoo	CR_05	CR_05_A026	47242091	47342091					0.06806	1	false	true
Stork	CR_05	CR_05_A027	47342091	47442091	pri.CM030196.1	63591644	63661525	+	0.56238	1	false	false
Flamingo	CR_05	CR_05_A027	47342091	47442091					0.1647	3	false	true
Dove	CR_05	CR_05_A027	47342091	47442091					0.15114	2	false	true
Sandgrouse	CR_05	CR_05_A027	47342091	47442091	pri.chr15	18449495	18502817	+	0.25684	5	false	false
Turaco	CR_05	CR_05_A027	47342091	47442091					0	0	false	true
Cuckoo	CR_05	CR_05_A027	47342091	47442091					0.19855	2	false	true
Stork	CR_05	CR_05_A028	47442091	47542091					0.11036	1	false	true
Flamingo	CR_05	CR_05_A028	47442091	47542091	pri.chr4	57995416	58099389	+	0.22864	2	false	false
Dove	CR_05	CR_05_A028	47442091	47542091					0.16363	2	false	true
Sandgrouse	CR_05	CR_05_A028	47442091	47542091					0.06206	1	false	true
Turaco	CR_05	CR_05_A028	47442091	47542091					0.14836	2	false	true
Cuckoo	CR_05	CR_05_A028	47442091	47542091					0	0	false	true
Stork	CR_05	CR_05_A029	47542091	47642091					0.07799	1	false	true
Flamingo	CR_05	CR_05_A029	47542091	47642091					0.06506	1	false	true
Dove	CR_05	CR_05_A029	47542091	47642091					0.08078	1	false	true
Sandgrouse	CR_05	CR_05_A029	47542091	47642091					0	0	false	true
Turaco	CR_05	CR_05_A029	47542091	47642091					0	0	false	true
Cuckoo	CR_05	CR_05_A029	47542091	47642091	pri.CM030640.1	60341071	60384116	-	0.22916	2	false	false
Stork	CR_05	CR_05_A030	47642091	47742091	pri.CM030196.1	63248145	63320022	+	0.32058	4	false	false
Flamingo	CR_05	CR_05_A030	47642091	47742091	pri.chr4	58286595	58398070	+	0.22594	4	false	false
Dove	CR_05	CR_05_A030	47642091	47742091					0.15795	2	false	true
Sandgrouse	CR_05	CR_05_A030	47642091	47742091	pri.chr15	18621500	18656655	+	0.34151	4	false	false
Turaco	CR_05	CR_05_A030	47642091	47742091					0.07416	1	false	true
Cuckoo	CR_05	CR_05_A030	47642091	47742091					0.07057	1	false	true
Stork	CR_05	CR_05_A031	47742091	47842091	pri.CM030196.1	63110356	63200120	+	0.48412	6	false	false
Flamingo	CR_05	CR_05_A031	47742091	47842091	pri.chr4	58392435	58525934	+	0.55244	7	false	false
Dove	CR_05	CR_05_A031	47742091	47842091	1.LR594554.2	29326862	29622004	+	0.75401	2	false	false
Sandgrouse	CR_05	CR_05_A031	47742091	47842091	pri.chr15	18668622	18752978	+	0.63779	7	false	false
Turaco	CR_05	CR_05_A031	47742091	47842091	pri.chr5	84930074	85011485	+	0.2411	3	false	false
Cuckoo	CR_05	CR_05_A031	47742091	47842091	pri.CM030640.1	60089485	60143908	-	0.27286	3	false	false
Stork	CR_05	CR_05_A032	47842091	47942091	pri.CM030196.1	62978712	63074023	+	0.27669	3	false	false
Flamingo	CR_05	CR_05_A032	47842091	47942091	pri.chr4	58519701	58638181	+	0.37171	5	false	false
Dove	CR_05	CR_05_A032	47842091	47942091	1.LR594554.2	29544914	29695817	+	0.42463	2	false	false
Sandgrouse	CR_05	CR_05_A032	47842091	47942091	pri.chr15	18747039	18843615	+	0.4116	6	false	false
Turaco	CR_05	CR_05_A032	47842091	47942091	pri.chr5	84816726	84917461	+	0.21941	3	false	false
Cuckoo	CR_05	CR_05_A032	47842091	47942091	pri.CM030640.1	59951990	60049126	-	0.23549	3	false	false
Stork	CR_05	CR_05_A033	47942091	48042091	pri.CM030196.1	62895377	62992849	+	0.70658	8	false	false
Flamingo	CR_05	CR_05_A033	47942091	48042091	pri.chr4	58625041	58728582	+	0.60692	8	false	false
Dove	CR_05	CR_05_A033	47942091	48042091	1.LR594554.2	29696323	29769890	+	0.53761	7	false	false
Sandgrouse	CR_05	CR_05_A033	47942091	48042091	pri.chr15	18829984	18930905	+	0.67661	8	false	false
Turaco	CR_05	CR_05_A033	47942091	48042091	pri.chr5	84747133	84798725	+	0.36043	5	false	false
Cuckoo	CR_05	CR_05_A033	47942091	48042091	pri.CM030640.1	59864179	59962042	-	0.44009	6	false	false
Stork	CR_05	CR_05_A034	48042091	48142091	pri.CM030196.1	62761231	62853928	+	0.41166	3	false	false
Flamingo	CR_05	CR_05_A034	48042091	48142091	pri.chr4	58745992	58865325	+	0.56686	4	false	false
Dove	CR_05	CR_05_A034	48042091	48142091	1.LR594554.2	29763217	29855871	+	0.64987	5	false	false
Sandgrouse	CR_05	CR_05_A034	48042091	48142091	pri.chr15	18924070	19039404	+	0.7531	7	false	false
Turaco	CR_05	CR_05_A034	48042091	48142091					0.18846	3	false	true
Cuckoo	CR_05	CR_05_A034	48042091	48142091	pri.CM030640.1	59735505	59823671	-	0.51341	6	false	false
Stork	CR_05	CR_05_A035	48142091	48242091	pri.CM030196.1	62651589	62799595	+	0.6661	8	false	false
Flamingo	CR_05	CR_05_A035	48142091	48242091	pri.chr4	58817328	58962120	+	0.7123	9	false	false
Dove	CR_05	CR_05_A035	48142091	48242091	1.LR594554.2	29833808	29931324	+	0.65651	6	false	false
Sandgrouse	CR_05	CR_05_A035	48142091	48242091	pri.chr15	18999333	19134722	+	0.83447	10	false	false
Turaco	CR_05	CR_05_A035	48142091	48242091	pri.chr5	84471905	84521310	+	0.22233	3	false	false
Cuckoo	CR_05	CR_05_A035	48142091	48242091	pri.CM030640.1	59624301	59756075	-	0.54646	7	false	false
Stork	CR_05	CR_05_A036	48242091	48342091	pri.CM030196.1	62558890	62659859	+	0.66688	7	false	false
Flamingo	CR_05	CR_05_A036	48242091	48342091	pri.chr4	58952705	59054609	+	0.8223	8	false	false
Dove	CR_05	CR_05_A036	48242091	48342091	1.LR594554.2	29934208	29995325	+	0.56833	4	false	false
Sandgrouse	CR_05	CR_05_A036	48242091	48342091	pri.chr15	19120056	19212083	+	0.79304	5	false	false
Turaco	CR_05	CR_05_A036	48242091	48342091	pri.chr5	84362117	84448372	+	0.46892	5	false	false
Cuckoo	CR_05	CR_05_A036	48242091	48342091	pri.CM030640.1	59529607	59633190	-	0.58425	8	false	false
Stork	CR_05	CR_05_A037	48342091	48442091	pri.CM030196.1	62430528	62544480	+	0.35526	4	false	false
Flamingo	CR_05	CR_05_A037	48342091	48442091	pri.chr4	59070562	59100166	+	0.22272	2	false	false
Dove	CR_05	CR_05_A037	48342091	48442091	1.LR594554.2	29995325	30099773	+	0.48293	5	false	false
Sandgrouse	CR_05	CR_05_A037	48342091	48442091	pri.chr15	19220433	19411902	+	0.98969	1	false	false
Turaco	CR_05	CR_05_A037	48342091	48442091	pri.chr5	84168752	84266372	+	0.60606	2	false	false
Cuckoo	CR_05	CR_05_A037	48342091	48442091	pri.CM030640.1	59292947	59512663	-	0.9884	1	false	false
Stork	CR_05	CR_05_A038	48442091	48542091	pri.CM030196.1	62328883	62443094	+	0.49054	6	false	false
Flamingo	CR_05	CR_05_A038	48442091	48542091	pri.chr4	59119309	59205834	+	0.361	4	false	false
Dove	CR_05	CR_05_A038	48442091	48542091	1.LR594554.2	30087349	30182731	+	0.48293	5	false	false
Sandgrouse	CR_05	CR_05_A038	48442091	48542091	pri.chr15	19220433	19411902	+	0.95588	1	false	false
Turaco	CR_05	CR_05_A038	48442091	48542091					0.19993	2	false	true
Cuckoo	CR_05	CR_05_A038	48442091	48542091	pri.CM030640.1	59292947	59512663	-	0.92903	1	false	false
Stork	CR_05	CR_05_A039	48542091	48642091	pri.CM030196.1	62219632	62315353	+	0.53912	6	false	false
Flamingo	CR_05	CR_05_A039	48542091	48642091	pri.chr4	59223215	59306190	+	0.38069	5	false	false
Dove	CR_05	CR_05_A039	48542091	48642091	1.LR594554.2	30183134	30268877	+	0.51214	4	false	false
Sandgrouse	CR_05	CR_05_A039	48542091	48642091	pri.chr15	19412603	19486473	+	0.6889	2	false	false
Turaco	CR_05	CR_05_A039	48542091	48642091					0	0	false	true
Cuckoo	CR_05	CR_05_A039	48542091	48642091	pri.CM030640.1	59195040	59289388	-	0.37073	3	false	false
Stork	CR_05	CR_05_A040	48642091	48742091	pri.CM030196.1	62112167	62200656	+	0.56641	8	false	false
Flamingo	CR_05	CR_05_A040	48642091	48742091	pri.chr4	59333472	59449902	+	0.87464	7	false	false
Dove	CR_05	CR_05_A040	48642091	48742091	1.LR594554.2	30262131	30326609	+	0.40047	5	false	false
Sandgrouse	CR_05	CR_05_A040	48642091	48742091	pri.chr15	19517172	19590735	+	0.59183	6	false	false
Turaco	CR_05	CR_05_A040	48642091	48742091	pri.chr5	83850187	83898917	+	0.21508	3	false	false
Cuckoo	CR_05	CR_05_A040	48642091	48742091	pri.CM030640.1	59084363	59172475	-	0.51514	7	false	false
Stork	CR_05	CR_05_A041	48742091	48842091	pri.CM030196.1	62004392	62102887	+	0.58192	6	false	false
Flamingo	CR_05	CR_05_A041	48742091	48842091	pri.chr4	59384757	59569489	+	0.70845	3	false	false
Dove	CR_05	CR_05_A041	48742091	48842091	1.LR594554.2	30328722	30397378	+	0.52554	5	false	false
Sandgrouse	CR_05	CR_05_A041	48742091	48842091	pri.chr15	19595158	19676925	+	0.56867	4	false	false
Turaco	CR_05	CR_05_A041	48742091	48842091	pri.chr5	83695782	83796842	+	0.40559	6	false	false
Cuckoo	CR_05	CR_05_A041	48742091	48842091	pri.CM030640.1	58969789	59067162	-	0.46252	5	false	false
Stork	CR_05	CR_05_A042	48842091	48942091	pri.CM030196.1	61896659	61983265	+	0.38025	4	false	false
Flamingo	CR_05	CR_05_A042	48842091	48942091	pri.chr4	59502809	59629617	+	0.6647	6	false	false
Dove	CR_05	CR_05_A042	48842091	48942091	1.LR594554.2	30417316	30460735	+	0.32069	3	false	false
Sandgrouse	CR_05	CR_05_A042	48842091	48942091	pri.chr15	19688631	19751597	+	0.50443	5	false	false
Turaco	CR_05	CR_05_A042	48842091	48942091					0.19785	2	false	true
Cuckoo	CR_05	CR_05_A042	48842091	48942091	pri.CM030640.1	58872651	58950868	-	0.36466	4	false	false
Stork	CR_05	CR_05_A043	48942091	49042091	pri.CM030196.1	61755847	61864979	+	0.33579	5	false	false
Flamingo	CR_05	CR_05_A043	48942091	49042091	pri.chr4	59655869	59752646	+	0.36105	4	false	false
Dove	CR_05	CR_05_A043	48942091	49042091	1.LR594554.2	30480808	30554800	+	0.23671	4	false	false
Sandgrouse	CR_05	CR_05_A043	48942091	49042091	pri.chr15	19771193	19856784	+	0.44469	6	false	false
Turaco	CR_05	CR_05_A043	48942091	49042091	pri.chr5	83419036	83565914	+	0.85032	2	false	false
Cuckoo	CR_05	CR_05_A043	48942091	49042091	pri.CM030640.1	58781957	58839898	-	0.23039	3	false	false
Stork	CR_05	CR_05_A044	49042091	49142091	pri.CM030196.1	61626314	61761056	+	0.38511	3	false	false
Flamingo	CR_05	CR_05_A044	49042091	49142091	pri.chr4	59814689	59886065	+	0.33349	2	false	false
Dove	CR_05	CR_05_A044	49042091	49142091	1.LR594554.2	30549129	30687030	+	0.28484	4	false	false
Sandgrouse	CR_05	CR_05_A044	49042091	49142091	pri.chr15	19851447	19965241	+	0.23568	2	false	false
Turaco	CR_05	CR_05_A044	49042091	49142091	pri.chr5	83305045	83525115	+	0.85609	3	false	false
Cuckoo	CR_05	CR_05_A044	49042091	49142091	pri.CM030640.1	58614050	58697280	-	0.21361	2	false	false
Stork	CR_05	CR_05_A045	49142091	49242091	pri.CM030196.1	51158040	61666939	+	0.55005	2	false	false
Flamingo	CR_05	CR_05_A045	49142091	49242091	pri.chr4	51370599	59886065	-	0.55005	2	false	false
Dove	CR_05	CR_05_A045	49142091	49242091	1.LR594554.2	30668726	31964674	+	0.84559	2	false	false
Sandgrouse	CR_05	CR_05_A045	49142091	49242091	pri.chr5	47646766	47696776	-	0.62283	2	false	false
Turaco	CR_05	CR_05_A045	49142091	49242091	pri.chr5	72354076	83349637	+	0.35778	3	false	false
Cuckoo	CR_05	CR_05_A045	49142091	49242091	pri.CM030640.1	48285565	58636965	-	0.4156	3	false	false
Stork	CR_05	CR_05_A046	49242091	49342091					0.06893	1	false	true
Flamingo	CR_05	CR_05_A046	49242091	49342091					0.06893	1	false	true
Dove	CR_05	CR_05_A046	49242091	49342091	1.LR594554.2	31830000	32047522	+	0.51336	3	false	false
Sandgrouse	CR_05	CR_05_A046	49242091	49342091					0.12782	2	false	true
Turaco	CR_05	CR_05_A046	49242091	49342091					0.06435	1	false	true
Cuckoo	CR_05	CR_05_A046	49242091	49342091					0.06893	1	false	true
Stork	CR_05	CR_05_A047	49342091	49442091	pri.CM030196.1	50911304	50960472	+	0.2154	3	false	false
Flamingo	CR_05	CR_05_A047	49342091	49442091	pri.chr4	51124570	51173540	-	0.2154	3	false	false
Dove	CR_05	CR_05_A047	49342091	49442091	1.LR594554.2	32040941	32159457	+	0.30278	5	false	false
Sandgrouse	CR_05	CR_05_A047	49342091	49442091					0.18951	2	false	true
Turaco	CR_05	CR_05_A047	49342091	49442091					0.1709	3	false	true
Cuckoo	CR_05	CR_05_A047	49342091	49442091	pri.CM030640.1	48024364	48081060	-	0.2106	3	false	false
Stork	CR_05	CR_05_A048	49442091	49542091	pri.CM030196.1	50781531	50835577	+	0.20534	3	false	false
Flamingo	CR_05	CR_05_A048	49442091	49542091	pri.chr4	50996250	51050791	-	0.2051	3	false	false
Dove	CR_05	CR_05_A048	49442091	49542091	1.LR594554.2	32190707	32244253	+	0.21408	3	false	false
Sandgrouse	CR_05	CR_05_A048	49442091	49542091					0.14325	2	false	true
Turaco	CR_05	CR_05_A048	49442091	49542091					0.14119	2	false	true
Cuckoo	CR_05	CR_05_A048	49442091	49542091	pri.CM030640.1	47908934	47961252	-	0.20519	3	false	false
Stork	CR_05	CR_05_A049	49542091	49642091	pri.CM030196.1	50603936	82695244	+	0.43582	4	false	false
Flamingo	CR_05	CR_05_A049	49542091	49642091	pri.chr4	50814713	61569530	-	0.43691	4	false	false
Dove	CR_05	CR_05_A049	49542091	49642091	1.LR594554.2	735457	32453776	+	0.38177	4	false	false
Sandgrouse	CR_05	CR_05_A049	49542091	49642091	pri.chr5	47167576	47229912	-	0.4793	4	false	false
Turaco	CR_05	CR_05_A049	49542091	49642091	pri.chr5	1846118	71855442	+	0.49988	4	false	false
Cuckoo	CR_05	CR_05_A049	49542091	49642091	pri.CM030640.1	47737545	47796138	-	0.30243	2	false	false
Stork	CR_05	CR_05_A050	49642091	49742091	pri.CM030196.1	82719325	82835529	+	0.36385	5	false	false
Flamingo	CR_05	CR_05_A050	49642091	49742091	pri.chr4	61593983	61709110	+	0.45083	6	false	false
Dove	CR_05	CR_05_A050	49642091	49742091	1.LR594554.2	697566	815078	-	0.75017	2	false	false
Sandgrouse	CR_05	CR_05_A050	49642091	49742091	pri.chr15	21505704	21637947	+	0.7221	2	false	false
Turaco	CR_05	CR_05_A050	49642091	49742091	pri.chr5	1846118	1996044	+	0.52008	3	false	false
Cuckoo	CR_05	CR_05_A050	49642091	49742091	pri.CM030640.1	77759663	77866558	+	0.43953	3	false	false
Stork	CR_05	CR_05_A051	49742091	49842091	pri.CM030196.1	82824654	82942921	+	0.63497	10	false	false
Flamingo	CR_05	CR_05_A051	49742091	49842091	pri.chr4	61698243	61816434	+	0.63488	10	false	false
Dove	CR_05	CR_05_A051	49742091	49842091	1.LR594554.2	612850	709360	-	0.52648	6	false	false
Sandgrouse	CR_05	CR_05_A051	49742091	49842091	pri.chr15	21412819	21522151	+	0.71244	9	false	false
Turaco	CR_05	CR_05_A051	49742091	49842091	pri.chr5	1978760	2097174	+	0.53678	7	false	false
Cuckoo	CR_05	CR_05_A051	49742091	49842091	pri.CM030640.1	77855749	77955473	+	0.58623	9	false	false
Stork	CR_05	CR_05_A052	49842091	49942091	pri.CM030196.1	82976689	83086767	+	0.4128	6	false	false
Flamingo	CR_05	CR_05_A052	49842091	49942091	pri.chr4	61850983	61962673	+	0.42954	5	false	false
Dove	CR_05	CR_05_A052	49842091	49942091	1.LR594554.2	517703	593746	-	0.34113	4	false	false
Sandgrouse	CR_05	CR_05_A052	49842091	49942091	pri.chr15	21291269	21385745	+	0.45745	5	false	false
Turaco	CR_05	CR_05_A052	49842091	49942091	pri.chr5	2100259	2236616	+	0.45056	6	false	false
Cuckoo	CR_05	CR_05_A052	49842091	49942091	pri.CM030640.1	77985551	78090577	+	0.52124	6	false	false
Stork	CR_05	CR_05_A053	49942091	50042091	pri.CM030196.1	83079485	83121088	+	0.26523	4	false	false
Flamingo	CR_05	CR_05_A053	49942091	50042091	pri.chr4	61955132	62043440	+	0.30992	5	false	false
Dove	CR_05	CR_05_A053	49942091	50042091	1.LR594554.2	452535	524876	-	0.2848	4	false	false
Sandgrouse	CR_05	CR_05_A053	49942091	50042091	pri.chr15	21212457	21300115	+	0.32303	5	false	false
Turaco	CR_05	CR_05_A053	49942091	50042091	pri.chr5	2230605	2335143	+	0.26893	5	false	false
Cuckoo	CR_05	CR_05_A053	49942091	50042091	pri.CM030640.1	78083981	78203118	+	0.30366	5	false	false
Stork	CR_05	CR_05_A054	50042091	50142091	pri.CM030196.1	83236000	83344692	+	0.41755	4	false	false
Flamingo	CR_05	CR_05_A054	50042091	50142091	pri.chr4	62099375	62214005	+	0.35485	4	false	false
Dove	CR_05	CR_05_A054	50042091	50142091	1.LR594554.2	401905	1001687	+	0.78502	2	false	false
Sandgrouse	CR_05	CR_05_A054	50042091	50142091	pri.chr15	21105905	21194582	+	0.44426	5	false	false
Turaco	CR_05	CR_05_A054	50042091	50142091	pri.chr5	2360883	2475874	+	0.39252	4	false	false
Cuckoo	CR_05	CR_05_A054	50042091	50142091	pri.CM030640.1	78196361	78322509	+	0.35902	5	false	false
Stork	CR_05	CR_05_A055	50142091	50242091	pri.CM030196.1	83324934	83439816	+	0.6679	8	false	false
Flamingo	CR_05	CR_05_A055	50142091	50242091	pri.chr4	62194201	62316684	+	0.53716	6	false	false
Dove	CR_05	CR_05_A055	50142091	50242091	1.LR594554.2	923543	1049925	+	0.6301	4	false	false
Sandgrouse	CR_05	CR_05_A055	50142091	50242091	pri.chr15	21014140	21117484	+	0.57158	6	false	false
Turaco	CR_05	CR_05_A055	50142091	50242091	pri.chr5	2447549	2557875	+	0.53669	5	false	false
Cuckoo	CR_05	CR_05_A055	50142091	50242091	pri.CM030640.1	78296759	78397916	+	0.61689	6	false	false
Stork	CR_05	CR_05_A056	50242091	50342091	pri.CM030196.1	83422795	83516035	+	0.5535	8	false	false
Flamingo	CR_05	CR_05_A056	50242091	50342091	pri.chr4	62295289	62390655	+	0.50619	7	false	false
Dove	CR_05	CR_05_A056	50242091	50342091	1.LR594554.2	1034596	1113712	+	0.40773	6	false	false
Sandgrouse	CR_05	CR_05_A056	50242091	50342091	pri.chr15	20951095	21029031	+	0.4529	7	false	false
Turaco	CR_05	CR_05_A056	50242091	50342091	pri.chr5	2543016	2671879	+	0.68002	5	false	false
Cuckoo	CR_05	CR_05_A056	50242091	50342091	pri.CM030640.1	78383136	78469003	+	0.36798	5	false	false
Stork	CR_05	CR_05_A057	50342091	50442091	pri.CM030196.1	83548754	83654182	+	0.44613	5	false	false
Flamingo	CR_05	CR_05_A057	50342091	50442091	pri.chr4	62424980	62538782	+	0.22733	3	false	false
Dove	CR_05	CR_05_A057	50342091	50442091	1.LR594554.2	1139781	1197907	+	0.40223	4	true	false
Sandgrouse	CR_05	CR_05_A057	50342091	50442091					0.18813	2	false	true
Turaco	CR_05	CR_05_A057	50342091	50442091	pri.chr5	2609274	2671879	+	0.35712	1	false	false
Cuckoo	CR_05	CR_05_A057	50342091	50442091	pri.CM030640.1	78479246	78511987	+	0.27058	3	false	false
Stork	CR_05	CR_05_A058	50442091	50542091					0.16997	4	false	true
Flamingo	CR_05	CR_05_A058	50442091	50542091	pri.chr4	62533049	62673556	+	0.3001	6	false	false
Dove	CR_05	CR_05_A058	50442091	50542091	1.LR594554.2	28609414	28690875	-	0.35922	5	false	false
Sandgrouse	CR_05	CR_05_A058	50442091	50542091					0.14558	1	false	true
Turaco	CR_05	CR_05_A058	50442091	50542091	pri.chr5	1387551	2736458	+	0.30432	2	false	false
Cuckoo	CR_05	CR_05_A058	50442091	50542091	pri.CM030640.1	78616991	78661609	+	0.25129	3	false	false
Stork	CR_05	CR_05_A059	50542091	50642091	pri.CM030196.1	83784479	83889355	+	0.45099	6	false	false
Flamingo	CR_05	CR_05_A059	50542091	50642091	pri.chr4	62663808	62834518	+	0.55266	6	false	false
Dove	CR_05	CR_05_A059	50542091	50642091	1.LR594554.2	28509958	28617036	-	0.32091	4	false	false
Sandgrouse	CR_05	CR_05_A059	50542091	50642091	pri.chr15	22178630	22271183	+	0.57862	7	false	false
Turaco	CR_05	CR_05_A059	50542091	50642091					0.08753	2	false	true
Cuckoo	CR_05	CR_05_A059	50542091	50642091	pri.CM030640.1	78680889	78730134	+	0.30637	5	false	false
Stork	CR_05	CR_05_A060	50642091	50742091	pri.CM030196.1	83882428	84001662	+	0.50891	7	false	false
Flamingo	CR_05	CR_05_A060	50642091	50742091	pri.chr4	62762059	62889814	+	0.78973	4	false	false
Dove	CR_05	CR_05_A060	50642091	50742091	1.LR594554.2	28410926	28519764	-	0.55117	7	false	false
Sandgrouse	CR_05	CR_05_A060	50642091	50742091	pri.chr15	22278748	22331427	+	0.37155	4	false	false
Turaco	CR_05	CR_05_A060	50642091	50742091					0.06647	1	false	true
Cuckoo	CR_05	CR_05_A060	50642091	50742091	pri.CM030640.1	78723908	78783684	+	0.3389	4	false	false
Stork	CR_05	CR_05_A061	50742091	50842091	pri.CM030196.1	83990683	84126122	+	0.80157	9	false	false
Flamingo	CR_05	CR_05_A061	50742091	50842091	pri.chr4	62878363	63018525	+	0.67917	9	false	false
Dove	CR_05	CR_05_A061	50742091	50842091	1.LR594554.2	28336812	28407786	-	0.38202	6	false	false
Sandgrouse	CR_05	CR_05_A061	50742091	50842091	pri.chr15	22320287	22436412	+	0.54795	8	false	false
Turaco	CR_05	CR_05_A061	50742091	50842091	pri.chr5	1137069	1238852	+	0.4395	6	false	false
Cuckoo	CR_05	CR_05_A061	50742091	50842091	pri.CM030640.1	78784121	78900020	+	0.52616	7	false	false
Stork	CR_05	CR_05_A062	50842091	50942091	pri.CM030196.1	84115288	84204573	+	0.56795	7	false	false
Flamingo	CR_05	CR_05_A062	50842091	50942091	pri.chr4	63012184	63113721	+	0.4274	6	false	false
Dove	CR_05	CR_05_A062	50842091	50942091	1.LR594554.2	28151543	28201428	-	0.25788	3	false	false
Sandgrouse	CR_05	CR_05_A062	50842091	50942091	pri.chr15	22426510	22478012	+	0.33963	4	false	false
Turaco	CR_05	CR_05_A062	50842091	50942091	pri.chr5	1079646	1132196	+	0.3535	2	false	false
Cuckoo	CR_05	CR_05_A062	50842091	50942091	pri.CM030640.1	78890858	78958190	+	0.40298	5	false	false
