species	reference_position	left_run_id	right_run_id	left_query_chrom	right_query_chrom	left_relative_orientation	right_relative_orientation	reference_gap_bp	query_gap_bp	same_query_chromosome	relative_orientation_switch	query_order_consistent	query_order_reversal	query_overlap	query_jump_bp	reference_query_gap_discrepancy	scaffold_or_chromosome_switch	score_chromosome_switch	score_orientation_switch	score_order_reversal	score_query_jump	score_gap_discrepancy	breakpoint_score	evidence	persistent_regime_change	left_support_bp	right_support_bp	left_support_blocks	right_support_blocks
Dove	45443716	DOV_R0064	DOV_R0065	LR594554.2	LR594554.2	-	-	342771	559509	1	0	1	0	0	559509	216738	0	0	0	0	0.462193661767	0.511244886088	0.973438547855	weak_gap_signal	0	466139	21249	16	1
Dove	45721436	DOV_R0065	DOV_R0066	LR594554.2	LR594554.2	-	+	170173	417436	1	1	0	1	0	417436	247263	0	0	3	3	0.344831402879	0.583247719684	6.92807912256	orientation_switch,order_reversal	1	487388	472056	17	15
Dove	46223092	DOV_R0066	DOV_R0067	LR594554.2	LR594554.2	+	+	137758	206297	1	0	1	0	0	206297	68539	0	0	0	0	0.1704157857	0.16167083413	0.33208661983	weak_gap_signal	0	347690	124366	10	5
Dove	46422770	DOV_R0067	DOV_R0068	LR594554.2	LR594554.2	+	-	12867	1135969	1	1	0	1	0	1135969	1123102	0	0	3	3	0.938390037986	2	8.93839003799	orientation_switch,order_reversal,gap_discrepancy	1	472056	580625	15	21
Dove	47014059	DOV_R0068	DOV_R0069	LR594554.2	LR594554.2	-	+	8460	3660655	1	1	0	1	0	3660655	3652195	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	580625	6115	21	1
Dove	47120856	DOV_R0069	DOV_R0070	LR594554.2	LR594554.2	+	-	192903	19214	1	1	0	1	0	19214	173689	0	0	3	3	0.0158721111138	0.409700251086	6.4255723622	orientation_switch,order_reversal	0	6115	7327	1	1
Dove	47224996	DOV_R0070	DOV_R0071	LR594554.2	LR594554.2	-	+	723	147116	1	1	0	1	0	147116	146393	0	0	3	3	0.121528130458	0.34531403173	6.46684216219	orientation_switch,order_reversal	0	7327	225052	1	5
Dove	47464694	DOV_R0071	DOV_R0072	LR594554.2	LR594554.2	+	-	28569	235794	1	1	0	1	0	235794	207225	0	0	3	3	0.194782375766	0.488805477211	6.68358785298	orientation_switch,order_reversal	0	225052	160910	5	5
Dove	47555227	DOV_R0072	DOV_R0073	LR594554.2	LR594554.2	-	-	133206	108142	1	0	1	0	0	108142	25064	0	0	0	0	0.0893328739498	0.0591213438572	0.148454217807	weak_gap_signal	0	9646	151264	1	4
Dove	47774060	DOV_R0073	DOV_R0074	LR594554.2	LR594554.2	-	+	1932	116043	1	1	0	1	0	116043	114111	0	0	3	3	0.0958596538972	0.26916675985	6.36502641375	orientation_switch,order_reversal	0	160910	1835870	5	67
Dove	49157896	DOV_R0074	DOV_R0075	LR594554.2	LR594554.2	+	+	15441	1142970	1	0	1	0	0	1142970	1127529	0	0	0	0	0.944173354833	2	2.94417335483	gap_discrepancy	1	1375150	460720	54	13
Dove	49626912	DOV_R0075	DOV_R0076	LR594554.2	LR594554.2	+	-	1151	31014922	1	1	0	1	0	31014922	31013771	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1835870	452782	67	15
Dove	50085260	DOV_R0076	DOV_R0077	LR594554.2	LR594554.2	-	+	9981	108465	1	1	0	1	0	108465	98484	0	0	3	3	0.0895996945957	0.232305554917	6.32190524951	orientation_switch,order_reversal	1	452782	316068	15	12
Dove	50410378	DOV_R0077	DOV_R0078	LR594554.2	LR594554.2	+	-	8117	4507	1	1	0	1	0	4507	3610	0	0	3	3	0.00372309799053	0.00851532282654	6.01223842082	orientation_switch,order_reversal	1	316068	469757	12	24
Dove	50451990	DOV_R0078	DOV_R0079	LR594554.2	LR594554.2	-	-	41133	-27512159	1	0	0	1	27512159	27512159	27471026	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	0	16988	452769	1	23
Dove	50995584	DOV_R0079	DOV_R0080	LR594554.2	LR594554.2	-	+	140517	2095850	1	1	0	1	0	2095850	1955333	0	0	3	3	1.73131904226	2	9.73131904226	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	469757	471283	24	16
Dove	51570722	DOV_R0080	DOV_R0081	LR594554.2	LR594554.2	+	-	67192	1864575	1	1	0	1	0	1864575	1797383	0	0	3	3	1.54026967732	2	9.54026967732	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	471283	8091754	16	364
Dove	51789368	DOV_R0081	DOV_R0082	LR594554.2	LR594554.2	-	-	17007	13423681	1	0	1	0	0	13423681	13406674	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	176546	7915208	1	363
Dove	55566547	DOV_R0082	DOV_R0083	LR594554.2	LR594554.2	-	-	159094	194564	1	0	1	0	0	194564	35470	0	0	0	0	0.160723505087	0.0836671746974	0.244390679785	weak_gap_signal	0	3865675	4226079	163	201
Dove	58174768	DOV_R0083	DOV_R0084	LR594554.2	LR594554.2	-	-	80937	3567356	1	0	1	0	0	3567356	3486419	0	0	0	0	2.9468861671	2	4.9468861671	large_query_jump,gap_discrepancy	1	6353880	1737874	287	77
Dove	59969214	DOV_R0084	DOV_R0085	LR594554.2	LR594554.2	-	+	32209	184974	1	1	0	1	0	184974	152765	0	0	3	3	0.152801492722	0.360344402104	6.51314589483	orientation_switch,order_reversal	1	8091754	7224105	364	329
Dove	61034572	DOV_R0085	DOV_R0086	LR594554.2	LR594554.2	+	+	38067	40655087	1	0	1	0	0	40655087	40617020	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	1030219	6193886	57	272
Dove	61516305	DOV_R0086	DOV_R0087	LR594554.2	LR594554.2	+	+	180106	262665	1	0	1	0	0	262665	82559	0	0	0	0	0.21697970572	0.194741423057	0.411721128778	weak_gap_signal	1	1402866	5821239	73	256
Dove	66842843	DOV_R0087	DOV_R0088	LR594554.2	LR594554.2	+	+	124276	163882	1	0	1	0	0	163882	39606	0	0	0	0	0.13537802194	0.0934232343125	0.228801256253	weak_gap_signal	0	6577213	646892	308	21
Dove	67554088	DOV_R0088	DOV_R0089	LR594554.2	LR594554.2	+	-	4429	4392	1	1	0	1	0	4392	37	0	0	3	3	0.00362809992776	8.72761619341e-05	6.00371537609	orientation_switch,order_reversal	0	7224105	19550	329	1
Dove	67584616	DOV_R0089	DOV_R0090	LR594554.2	LR594554.2	-	+	17527	28125	1	1	0	1	0	28125	10598	0	0	3	3	0.0232332218734	0.0249987233561	6.04823194523	orientation_switch,order_reversal	0	19550	3315972	1	152
Dove	70944224	DOV_R0090	DOV_R0091	LR594554.2	LR594554.2	+	+	111789	187497	1	0	1	0	0	187497	75708	0	0	0	0	0.154885667613	0.178581180208	0.333466847821	weak_gap_signal	0	3294950	21022	150	2
Dove	71021600	DOV_R0091	DOV_R0092	LR594554.2	LR594554.2	+	-	919	5313	1	1	0	1	0	5313	4394	0	0	3	3	0.00438891050004	0.0103646339335	6.01475354443	orientation_switch,order_reversal	0	3315972	19932	152	1
Dove	71042421	DOV_R0092	DOV_R0093	LR594554.2	LR594554.2	-	+	860	17031	1	1	0	1	0	17031	16171	0	0	3	3	0.0140688000614	0.0381444003956	6.05221320046	orientation_switch,order_reversal	0	19932	6323728	1	307
Dove	71158700	DOV_R0093	DOV_R0094	LR594554.2	LR594554.2	+	+	216206	347622	1	0	1	0	0	347622	131416	0	0	0	0	0.287160144145	0.309986056668	0.597146200814	weak_gap_signal	0	7746	6315982	1	306
Dove	71388432	DOV_R0094	DOV_R0095	LR594554.2	LR594554.2	+	+	119015	143413	1	0	1	0	0	143413	24398	0	0	0	0	0.118469192837	0.0575503729424	0.176019565779	weak_gap_signal	0	69867	6253861	3	304
Dove	72071668	DOV_R0095	DOV_R0096	LR594554.2	LR594554.2	+	+	154776	189176	1	0	1	0	0	189176	34400	0	0	0	0	0.156272639329	0.0811432424468	0.237415881776	weak_gap_signal	0	616208	5707520	19	288
Dove	72393714	DOV_R0096	DOV_R0097	LR594554.2	LR594554.2	+	+	151857	191304	1	0	1	0	0	191304	39447	0	0	0	0	0.158030516525	0.0930481826977	0.251078699223	weak_gap_signal	0	784938	5538790	23	284
Dove	78008491	DOV_R0097	DOV_R0098	LR594554.2	LR594554.2	+	-	116	2656	1	1	0	1	0	2656	2540	0	0	3	3	0.00219404221496	0.00599139057602	6.00818543279	orientation_switch,order_reversal	0	6323728	6993	307	1
Dove	78019050	DOV_R0098	DOV_R0099	LR594554.2	LR594554.2	-	+	7015	4858	1	1	0	1	0	4858	2157	0	0	3	3	0.00401304859951	0.00508796435924	6.00910101296	orientation_switch,order_reversal	0	6993	6923102	1	343
Dove	84945659	DOV_R0099	DOV_R0100	LR594554.2	LR594554.2	+	-	0	0	1	1	0	1	0	0	0	0	0	3	3	0	0	6	orientation_switch,order_reversal	0	6923102	5168	343	1
Dove	84950827	DOV_R0100	DOV_R0101	LR594554.2	LR594554.2	-	+	0	326	1	1	0	1	0	326	326	0	0	3	3	0.000269298856204	0.000768973751095	6.00103827261	orientation_switch,order_reversal	0	5168	4805997	1	180
Dove	85777384	DOV_R0101	DOV_R0102	LR594554.2	LR594554.2	+	+	293535	60273	1	0	1	0	0	60273	233262	0	0	0	0	0.0497897238037	0.550221948245	0.600011672049	weak_gap_signal	1	679789	4126208	26	154
Dove	86512902	DOV_R0102	DOV_R0103	LR594554.2	LR594554.2	+	+	108615	117981	1	0	1	0	0	117981	9366	0	0	0	0	0.0974605777725	0.0220926630453	0.119553240818	weak_gap_signal	0	1214232	3591765	45	135
Dove	88525737	DOV_R0103	DOV_R0104	LR594554.2	LR594554.2	+	+	151836	216782	1	0	1	0	0	216782	64946	0	0	0	0	0.179077130815	0.153195611161	0.332272741976	weak_gap_signal	1	3096842	1709155	127	53
Dove	88776112	DOV_R0104	DOV_R0105	LR594554.2	LR594554.2	+	+	170749	240673	1	0	1	0	0	240673	69924	0	0	0	0	0.198812771838	0.164937793164	0.363750565002	weak_gap_signal	1	3185925	1620072	131	49
Dove	89900434	DOV_R0105	DOV_R0106	LR594554.2	LR594554.2	+	+	145540	204060	1	0	1	0	0	204060	58520	0	0	0	0	0.168567866862	0.138037864767	0.306605731629	weak_gap_signal	1	4152102	653895	158	22
Dove	90695402	DOV_R0106	DOV_R0107	LR594554.2	CABFKC020000104.1	+	-	136606		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	0	4805997	24059	180	1
Sandgrouse	1119140	SAN_R0001	SAN_R0002	chr18	chr18	+	+	108171	145074	1	0	1	0	0	145074	36903	0	0	0	0	0.119841295291	0.0870473568609	0.206888652152	weak_gap_signal	0	978601	512810	38	19
Sandgrouse	1563245	SAN_R0002	SAN_R0003	chr18	chr18	+	+	68892	19841526	1	0	1	0	0	19841526	19772634	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	0	1334175	157236	49	8
Sandgrouse	1747001	SAN_R0003	SAN_R0004	chr18	chr18	+	+	124640	206703	1	0	1	0	0	206703	82063	0	0	0	0	0.170751170166	0.193571450724	0.36432262089	weak_gap_signal	0	1421165	70246	53	4
Sandgrouse	1949551	SAN_R0004	SAN_R0005	chr18	chr18	+	-	139968	11226978	1	1	0	1	0	11226978	11087010	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	1491411	5602595	57	226
Sandgrouse	3643974	SAN_R0005	SAN_R0006	chr18	chr18	-	-	128109	174838	1	0	1	0	0	174838	46729	0	0	0	0	0.144428446077	0.110225074892	0.254653520969	weak_gap_signal	0	1560385	4042210	58	168
Sandgrouse	3938024	SAN_R0006	SAN_R0007	chr18	chr18	-	-	123152	186394	1	0	1	0	0	186394	63242	0	0	0	0	0.15397451228	0.149176190082	0.303150702362	weak_gap_signal	0	1728804	3873791	64	162
Sandgrouse	7875466	SAN_R0007	SAN_R0008	chr18	chr20	-	-	4151		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	0	5602595	8477	226	1
Sandgrouse	7886564	SAN_R0008	SAN_R0009	chr20	chr18	-	-	1091		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	0	8477	2256250	1	91
Sandgrouse	9508568	SAN_R0009	SAN_R0010	chr18	chr18	-	-	12869	-19719242	1	0	0	1	19719242	19719242	19706373	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	1615024	641226	61	30
Sandgrouse	9592164	SAN_R0010	SAN_R0011	chr18	chr18	-	-	19849	8964062	1	0	1	0	0	8964062	8944213	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	1682261	573989	63	28
Sandgrouse	10176772	SAN_R0011	SAN_R0012	chr18	chr18	-	+	1388	3692	1	1	0	1	0	3692	2304	0	0	3	3	0.00304985085002	0.00543471019179	6.00848456104	orientation_switch,order_reversal	0	2256250	69865	91	1
Sandgrouse	10256896	SAN_R0012	SAN_R0013	chr18	chr18	+	-	19130	26267	1	1	0	1	0	26267	7137	0	0	3	3	0.0216983836071	0.0168348639925	6.0385332476	orientation_switch,order_reversal	0	69865	8248725	1	366
Sandgrouse	10974030	SAN_R0013	SAN_R0014	chr18	chr18	-	-	48419	-10483560	1	0	0	1	10483560	10483560	10435141	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	683360	7565365	28	338
Sandgrouse	18563605	SAN_R0014	SAN_R0015	chr18	chr18	-	+	0	7	1	1	0	1	0	7	7	0	0	3	3	5.78249077739e-06	1.65117063119e-05	6.0000222942	orientation_switch,order_reversal	0	8248725	19646	366	1
Sandgrouse	18584062	SAN_R0015	SAN_R0016	chr18	chr18	+	-	1621	0	1	1	0	1	0	0	1621	0	0	3	3	0	0.00382363941879	6.00382363942	orientation_switch,order_reversal	0	19646	114075	1	1
Sandgrouse	18726606	SAN_R0016	SAN_R0017	chr18	chr18	-	+	55319	547585	1	1	0	1	0	547585	492266	0	0	3	3	0.452343601762	1.16116451704	7.61350811881	orientation_switch,order_reversal,gap_discrepancy	0	114075	307622	1	11
Sandgrouse	19027428	SAN_R0017	SAN_R0018	chr18	chr18	+	+	532729	26533	1	0	1	0	0	26533	506196	0	0	0	0	0.0219181182566	1.19402281261	1.21594093086	gap_discrepancy	0	6797	300825	1	10
Sandgrouse	19573710	SAN_R0018	SAN_R0019	chr18	chr18	+	+	109530	162084	1	0	1	0	0	162084	52554	0	0	0	0	0.13389274788	0.123965173359	0.257857921239	weak_gap_signal	0	231950	75672	8	3
Sandgrouse	19760078	SAN_R0019	SAN_R0020	chr18	chr5	+	-	111863		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	1	307622	1272730	11	37
Sandgrouse	19977797	SAN_R0020	SAN_R0021	chr5	chr5	-	-	103302	115684	1	0	1	0	0	115684	12382	0	0	0	0	0.0955630947274	0.0292068496505	0.124769944378	weak_gap_signal	0	110136	1162594	1	36
Sandgrouse	21192782	SAN_R0021	SAN_R0022	chr5	chr5	-	+	1481	1060	1	1	0	1	0	1060	421	0	0	3	3	0.000875634317719	0.000993061193899	6.00186869551	orientation_switch,order_reversal	0	1272730	130582	37	2
Sandgrouse	21325718	SAN_R0022	SAN_R0023	chr5	chr5	+	-	3226	862	1	1	0	1	0	862	2364	0	0	3	3	0.00071207243573	0.00557623910303	6.00628831154	orientation_switch,order_reversal	0	130582	3773453	2	157
Sandgrouse	24432943	SAN_R0023	SAN_R0024	chr5	chr5	-	-	103422	40904	1	0	1	0	0	40904	62518	0	0	0	0	0.0337895718226	0.147468407886	0.181257979709	weak_gap_signal	0	3053901	719552	126	31
Sandgrouse	25212948	SAN_R0024	SAN_R0025	chr5	chr5	-	+	17483	3584	1	1	0	1	0	3584	13899	0	0	3	3	0.00296063527802	0.0327851722898	6.03574580757	orientation_switch,order_reversal	1	3773453	330936	157	19
Sandgrouse	25559094	SAN_R0025	SAN_R0026	chr5	chr15	+	-	12939		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	1	330936	890479	19	30
Sandgrouse	26456160	SAN_R0026	SAN_R0027	chr15	chr15	-	+	235	341772	1	1	0	1	0	341772	341537	0	0	3	3	0.282327633996	0.805622662662	7.08795029666	orientation_switch,order_reversal	0	890479	30562	30	1
Sandgrouse	26493216	SAN_R0027	SAN_R0028	chr15	chr15	+	-	12752	319099	1	1	0	1	0	319099	306347	0	0	3	3	0.263598146368	0.722615956217	6.98621410258	orientation_switch,order_reversal	0	30562	1544599	1	72
Sandgrouse	28048390	SAN_R0028	SAN_R0029	chr15	chr15	-	+	8397	6259	1	1	0	1	0	6259	2138	0	0	3	3	0.0051703728251	0.00504314687068	6.0102135197	orientation_switch,order_reversal	0	1544599	52418	72	1
Sandgrouse	28110920	SAN_R0029	SAN_R0030	chr15	chr15	+	-	11829	16963	1	1	0	1	0	16963	5134	0	0	3	3	0.0140126272938	0.0121101571722	6.02612278447	orientation_switch,order_reversal	0	52418	5113895	1	276
Sandgrouse	33233680	SAN_R0030	SAN_R0031	chr15	chr5	-	-	5899		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	1	5113895	767147	276	10
Sandgrouse	34027508	SAN_R0031	SAN_R0032	chr5	chr15	-	-	47463		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	0	767147	11159	10	1
Sandgrouse	34064260	SAN_R0032	SAN_R0033	chr15	chr15	-	+	3725	44283	1	1	0	1	0	44283	40558	0	0	3	3	0.0365808627279	0.0956688263709	6.1322496891	orientation_switch,order_reversal	0	11159	161083	1	2
Sandgrouse	34241398	SAN_R0033	SAN_R0034	chr15	chr15	+	-	28385	11855178	1	1	0	1	0	11855178	11826793	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	161083	322851	2	9
Sandgrouse	34587169	SAN_R0034	SAN_R0035	chr15	chr15	-	+	17454	11815287	1	1	0	1	0	11815287	11797833	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	322851	5117	9	1
Sandgrouse	34611814	SAN_R0035	SAN_R0036	chr15	chr15	+	-	21602	1135230	1	1	0	1	0	1135230	1113628	0	0	3	3	0.937779572174	2	8.93777957217	orientation_switch,order_reversal,gap_discrepancy	0	5117	389512	1	5
Sandgrouse	34748592	SAN_R0036	SAN_R0037	chr15	chr15	-	-	13138	-1203568	1	0	0	1	1203568	1203568	1190430	0	0	0	3	0.994231551423	2	5.99423155142	order_reversal,gap_discrepancy	0	119408	270104	1	4
Sandgrouse	35025868	SAN_R0037	SAN_R0038	chr15	chr5	-	+	1205		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	1	389512	250699	5	5
Sandgrouse	35200887	SAN_R0038	SAN_R0039	chr5	chr5	+	+	33418	2008009	1	0	1	0	0	2008009	1974591	0	0	0	0	1.65875621763	2	3.65875621763	large_query_jump,gap_discrepancy	0	157708	92991	4	1
Sandgrouse	35331645	SAN_R0039	SAN_R0040	chr5	chr5	+	-	42116	15000	1	1	0	1	0	15000	27116	0	0	3	3	0.0123910516658	0.0639616326217	6.07635268429	orientation_switch,order_reversal	1	250699	1863641	5	64
Sandgrouse	37166736	SAN_R0040	SAN_R0041	chr5	chr5	-	-	16651	1983350	1	0	1	0	0	1983350	1966699	0	0	0	0	1.63838615476	2	3.63838615476	large_query_jump,gap_discrepancy	0	1805708	57933	63	1
Sandgrouse	37250386	SAN_R0041	SAN_R0042	chr5	chr15	-	+	34781		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	1	1863641	1918016	64	84
Sandgrouse	39215700	SAN_R0042	SAN_R0043	chr15	chr5	+	+	59817		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	1	1918016	3011169	84	126
Sandgrouse	42277182	SAN_R0043	SAN_R0044	chr5	chr5	+	-	40807	2641116	1	1	0	1	0	2641116	2600309	0	0	3	3	2.18174698743	2	10.1817469874	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	0	3011169	97835	126	4
Sandgrouse	42395814	SAN_R0044	SAN_R0045	chr5	chr5	-	+	787	8227	1	1	0	1	0	8227	7440	0	0	3	3	0.00679607880366	0.0175495849943	6.0243456638	orientation_switch,order_reversal	0	97835	12252	4	1
Sandgrouse	42411828	SAN_R0045	SAN_R0046	chr5	chr5	+	-	6738	6956	1	1	0	1	0	6956	218	0	0	3	3	0.0057461436925	0.000514221710855	6.0062603654	orientation_switch,order_reversal	0	12252	156306	1	1
Sandgrouse	42575464	SAN_R0046	SAN_R0047	chr5	chr5	-	+	7923	2098	1	1	0	1	0	2098	5825	0	0	3	3	0.001733095093	0.0137400984667	6.01547319356	orientation_switch,order_reversal	0	156306	45730	1	1
Sandgrouse	42625398	SAN_R0047	SAN_R0048	chr5	chr5	+	-	485	3412	1	1	0	1	0	3412	2927	0	0	3	3	0.00281855121892	0.00690425205354	6.00972280327	orientation_switch,order_reversal	0	45730	1828881	1	83
Sandgrouse	44078490	SAN_R0048	SAN_R0049	chr5	chr5	-	-	209584	248920	1	0	1	0	0	248920	39336	0	0	0	0	0.205625372044	0.0927863542119	0.298411726256	weak_gap_signal	1	1348057	480824	61	22
Sandgrouse	44670480	SAN_R0049	SAN_R0050	chr5	chr15	-	+	12747		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	1	1828881	407405	83	20
Sandgrouse	44804084	SAN_R0050	SAN_R0051	chr15	chr15	+	+	113729	170320	1	0	1	0	0	170320	56591	0	0	0	0	0.140696261315	0.133487710271	0.274183971586	weak_gap_signal	0	70366	337039	2	18
Sandgrouse	45042366	SAN_R0051	SAN_R0052	chr15	chr15	+	+	129625	143314	1	0	1	0	0	143314	13689	0	0	0	0	0.118387411896	0.0322898211004	0.150677232996	weak_gap_signal	0	186972	220433	9	11
Sandgrouse	45362130	SAN_R0052	SAN_R0053	chr15	chr15	+	+	121350	208398	1	0	1	0	0	208398	87048	0	0	0	0	0.172151359004	0.205330144433	0.377481503437	weak_gap_signal	0	381248	26157	18	2
Sandgrouse	45523318	SAN_R0053	SAN_R0054	chr15	chr15	+	+	189929	152376	1	0	1	0	0	152376	37553	0	0	0	0	0.125873259242	0.0885805867327	0.214453845975	weak_gap_signal	0	386797	20608	19	1
Sandgrouse	45658612	SAN_R0054	SAN_R0055	chr15	chr15	+	-	39441	22481972	1	1	0	1	0	22481972	22442531	0	0	3	3	3	2	11	orientation_switch,order_reversal,large_query_jump,gap_discrepancy	1	407405	267134	20	8
Sandgrouse	45754295	SAN_R0055	SAN_R0056	chr15	chr15	-	-	104456	159152	1	0	1	0	0	159152	54696	0	0	0	0	0.131470710315	0.12901775549	0.260488465805	weak_gap_signal	0	23735	243399	1	7
Sandgrouse	46130944	SAN_R0056	SAN_R0057	chr15	chr15	-	-	194487	262613	1	0	1	0	0	262613	68126	0	0	0	0	0.216936750075	0.160696643457	0.377633393532	weak_gap_signal	0	250913	16221	7	1
Sandgrouse	46258704	SAN_R0057	SAN_R0058	chr15	chr15	-	+	28591	148113	1	1	0	1	0	148113	119522	0	0	3	3	0.122351722359	0.281930308829	6.40428203119	orientation_switch,order_reversal	1	267134	2397213	8	101
Sandgrouse	46422770	SAN_R0058	SAN_R0059	chr15	chr15	+	+	12867	1073133	1	0	1	0	0	1073133	1060266	0	0	0	0	0.886483096488	2	2.88648309649	gap_discrepancy	0	143337	2253876	3	98
Sandgrouse	47015223	SAN_R0059	SAN_R0060	chr15	chr15	+	+	11346	16312506	1	0	1	0	0	16312506	16301160	0	0	0	0	3	2	5	large_query_jump,gap_discrepancy	1	723683	1673530	25	76
Sandgrouse	47144090	SAN_R0060	SAN_R0061	chr15	chr15	+	+	227977	92369	1	0	1	0	0	92369	135608	0	0	0	0	0.0763032700881	0.319874209934	0.396177480022	weak_gap_signal	0	732889	1664324	26	75
Sandgrouse	47565878	SAN_R0061	SAN_R0062	chr15	chr15	+	+	235161	118683	1	0	1	0	0	118683	116478	0	0	0	0	0.0980404789904	0.274750075399	0.372790554389	weak_gap_signal	0	923107	1474106	34	67
Sandgrouse	49161590	SAN_R0062	SAN_R0063	chr15	chr5	+	-	8053		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	1	2397213	351913	101	10
Sandgrouse	49517093	SAN_R0063	SAN_R0064	chr5	chr5	-	-	102126	135110	1	0	1	0	0	135110	32984	0	0	0	0	0.111610332705	0.0778031601415	0.189413492846	weak_gap_signal	0	300413	51500	7	3
Sandgrouse	49625076	SAN_R0064	SAN_R0065	chr5	chr15	-	-	10840		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	1	351913	725612	10	36
Sandgrouse	50387655	SAN_R0065	SAN_R0066	chr15	chr15	-	+	63094	80902	1	1	0	1	0	80902	17808	0	0	3	3	0.0668307241246	0.0420057808574	6.10883650498	orientation_switch,order_reversal	1	725612	7445692	36	339
Sandgrouse	50479300	SAN_R0066	SAN_R0067	chr15	chr15	+	+	96466	1343120	1	0	1	0	0	1343120	1246654	0	0	0	0	1.10951128756	2	3.10951128756	large_query_jump,gap_discrepancy	0	11865	7433827	1	338
Sandgrouse	51019502	SAN_R0067	SAN_R0068	chr15	chr15	+	+	60269	-2568431	1	0	0	1	2568431	2568431	2508162	0	0	0	3	2.12170408141	2	7.12170408141	order_reversal,large_query_jump,gap_discrepancy	1	473700	6971992	23	316
Sandgrouse	51789124	SAN_R0068	SAN_R0069	chr15	chr15	+	+	19063	-10504723	1	0	0	1	10504723	10504723	10485660	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	1203656	6242036	51	288
Sandgrouse	55422330	SAN_R0069	SAN_R0070	chr15	chr15	+	+	142393	123418	1	0	1	0	0	123418	18975	0	0	0	0	0.101951920966	0.0447585181811	0.146710439147	weak_gap_signal	0	4756133	2689559	200	139
Sandgrouse	58187508	SAN_R0070	SAN_R0071	chr15	chr5	+	-	8846		0	1	0	0	0			1	5	3	0	0	0	8	chromosome_switch,orientation_switch	1	7445692	2695336	339	86
Sandgrouse	60000682	SAN_R0071	SAN_R0072	chr5	chr5	-	-	87381	-7633885	1	0	0	1	7633885	7633885	7546504	0	0	0	3	3	2	8	order_reversal,large_query_jump,gap_discrepancy	1	1765061	930275	63	23
Sandgrouse	60977660	SAN_R0072	SAN_R0073	chr5	chr15	-	-	6025		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	0	2695336	34840	86	2
Sandgrouse	61034559	SAN_R0073	SAN_R0074	chr15	chr5	-	-	38092		0	0	0	0	0			1	5	0	0	0	0	5	chromosome_switch	0	34840	763061	2	38
Sandgrouse	61505200	SAN_R0074	SAN_R0075	chr5	chr5	-	-	202316	234764	1	0	1	0	0	234764	32448	0	0	0	0	0.193931523552	0.076538835201	0.270470358753	weak_gap_signal	1	350437	412624	15	23
Sandgrouse	62019206	SAN_R0075	SAN_R0076	chr5	chr5	-	+	447	6314	1	1	0	1	0	6314	5867	0	0	3	3	0.00521580668121	0.0138391687045	6.01905497539	orientation_switch,order_reversal	0	763061	5930	38	1
Sandgrouse	62026526	SAN_R0076	SAN_R0077	chr5	chr5	+	-	2333	6715	1	1	0	1	0	6715	4382	0	0	3	3	0.00554706079574	0.0103363281512	6.01588338895	orientation_switch,order_reversal	0	5930	11508636	1	489
Sandgrouse	64273195	SAN_R0077	SAN_R0078	chr5	chr5	-	-	108876	115212	1	0	1	0	0	115212	6336	0	0	0	0	0.095173189635	0.0149454530274	0.110118642662	weak_gap_signal	0	2191065	9317571	83	406
Sandgrouse	66842653	SAN_R0078	SAN_R0079	chr5	chr5	-	-	124656	172379	1	0	1	0	0	172379	47723	0	0	0	0	0.142397139674	0.112569737189	0.254966876862	weak_gap_signal	0	4643757	6864879	192	297
